shift_angstrom,target_lr_es_kj_mol,predicted_lr_es_kj_mol,error_lr_es_kj_mol,target_lr_pol_kj_mol,predicted_lr_pol_kj_mol,error_lr_pol_kj_mol,target_sr_es_total_kj_mol,predicted_sr_es_total_kj_mol,error_sr_es_total_kj_mol,target_sr_pol_total_kj_mol,predicted_sr_pol_total_kj_mol,error_sr_pol_total_kj_mol,target_exchange_kj_mol,predicted_exchange_kj_mol,error_exchange_kj_mol,target_dispersion_total_kj_mol,predicted_dispersion_total_kj_mol,error_dispersion_total_kj_mol,target_ct_like_kj_mol,predicted_ct_like_kj_mol,error_ct_like_kj_mol
0.40000000,-4.78501272,-4.78803444,-0.00302172,-0.51317239,-3.97236657,-3.45919418,4.35801339,-0.34057826,-4.69859165,0.36311114,-0.00044564,-0.36355678,1.72250273,1.20975125,-0.51275148,-5.17912030,-4.65352821,0.52559209,-0.13431410,-0.10003003,0.03428406
0.90000000,-3.27465820,-3.30558395,-0.03092575,-0.23764758,-2.87462091,-2.63697334,3.23008176,-0.06175464,-3.29183640,0.17103893,-0.00010890,-0.17114783,0.37569264,0.23324771,-0.14244493,-2.76892623,-2.49939203,0.26953420,-0.02984556,-0.01825920,0.01158635
1.40000000,-2.29819226,-2.33415604,-0.03596377,-0.11857811,-2.13449001,-2.01591190,2.32031379,-0.01187653,-2.33219032,0.08805923,-0.00002627,-0.08808550,0.08403893,0.04814538,-0.03589355,-1.56794193,-1.43069065,0.13725129,-0.00785032,-0.00355341,0.00429691
1.90000000,-1.65318286,-1.68423462,-0.03105175,-0.06298719,-1.61925817,-1.55627097,1.67784641,-0.00240956,-1.68025597,0.04798616,-0.00000589,-0.04799205,0.01894035,0.01042977,-0.00851058,-0.93373360,-0.86088717,0.07284644,-0.00245130,-0.00069717,0.00175413
2.65000000,-1.05216885,-1.07138443,-0.01921558,-0.02688623,-1.10626531,-1.07937907,1.06391102,-0.00023412,-1.06414515,0.02086762,-0.00000053,-0.02086815,0.00195958,0.00109529,-0.00086429,-0.46449998,-0.43296802,0.03153196,-0.00057627,-0.00005591,0.00052036
3.40000000,-0.69965309,-0.70905495,-0.00940186,-0.01263118,-0.78138000,-0.76874882,0.70123784,-0.00002361,-0.70126144,0.00980799,-0.00000004,-0.00980803,0.00018570,0.00011769,-0.00006801,-0.24972118,-0.23412710,0.01559408,-0.00018465,-0.00000392,0.00018073
4.15000000,-0.48255453,-0.48552322,-0.00296870,-0.00641087,-0.56736088,-0.56095001,0.47860669,-0.00000243,-0.47860912,0.00492802,-0.00000000,-0.00492802,0.00001577,0.00001313,-0.00000264,-0.14288896,-0.13427897,0.00861000,-0.00007633,-0.00000024,0.00007608
-1.10000000,2.65504885,-2.39961243,-5.05466127,-3.67703104,-12.06469536,-8.38766432,-92.10087252,-78.68296814,13.41790438,-0.12000751,-0.33361980,-0.21361229,269.71461992,281.55590820,11.84128828,-59.16737366,-58.33594513,0.83142853,-18.00598616,-19.81513023,-1.80914408
-0.86250000,-0.34387130,-3.12585068,-2.78197938,-1.98422980,-9.43425655,-7.45002675,-46.48877031,-41.65806961,4.83070070,0.14832640,-0.16200697,-0.31033337,142.05647468,149.36422729,7.30775261,-40.15278625,-40.29727173,-0.14448547,-9.55064535,-11.01259232,-1.46194697
-0.62500000,-1.69638741,-3.22046661,-1.52407920,-1.22009587,-7.53033829,-6.31024241,-21.92969215,-21.36008072,0.56961143,0.30675560,-0.07666585,-0.38342145,72.92069907,76.88263702,3.96193795,-27.52930641,-27.58456802,-0.05526161,-4.87462378,-5.76969624,-0.89507245
-0.38750000,-2.17241335,-3.02073288,-0.84831953,-0.80221575,-6.11189175,-5.30967599,-9.31069422,-10.65797997,-1.34728575,0.33263266,-0.03544251,-0.36807517,36.55593556,38.56594849,2.01001293,-19.02797222,-18.85565376,0.17231846,-2.38508010,-2.87528539,-0.49020528
-0.15000000,-2.21427274,-2.70362473,-0.48935199,-0.54659832,-5.03046036,-4.48386204,-3.12576127,-5.20591068,-2.08014941,0.30297612,-0.01605432,-0.31903044,17.93956330,18.96282387,1.02326057,-13.25440955,-12.95788288,0.29652667,-1.12588526,-1.37488902,-0.24900375
0.32500000,-1.83090031,-2.02762604,-0.19672573,-0.27008939,-3.52591920,-3.25582981,0.95742530,-1.19352448,-2.15094978,0.21065968,-0.00313929,-0.21379897,4.09513169,4.42136526,0.32623357,-6.61279449,-6.33752251,0.27527198,-0.23377116,-0.28626081,-0.05248965
0.80000000,-1.35708857,-1.46890259,-0.11181402,-0.14177625,-2.56219459,-2.42041834,1.45176445,-0.26842782,-1.72019227,0.13169104,-0.00058794,-0.13227898,0.88451879,1.01482081,0.13030202,-3.45293606,-3.29617453,0.15676153,-0.04717304,-0.05475564,-0.00758259
1.27500000,-0.97178060,-1.05676460,-0.08498400,-0.07828278,-1.91520143,-1.83691864,1.23075351,-0.06086522,-1.29161873,0.07915431,-0.00010767,-0.07926198,0.18390296,0.23505101,0.05114805,-1.90108392,-1.82520592,0.07587800,-0.00986579,-0.00996347,-0.00009768
1.75000000,-0.68996948,-0.76366425,-0.07369477,-0.04519169,-1.46463609,-1.41944439,0.94310713,-0.01407904,-0.95718617,0.04743101,-0.00001955,-0.04745056,0.03715914,0.05544372,0.01828458,-1.10463825,-1.06831729,0.03632096,-0.00225856,-0.00176295,0.00049561
2.46250000,-0.41521391,-0.47776604,-0.06255212,-0.02130412,-1.01396513,-0.99266101,0.61382024,-0.00162610,-0.61544634,0.02275117,-0.00000151,-0.02275268,0.00325072,0.00655570,0.00330498,-0.53627181,-0.52128303,0.01498878,-0.00029463,-0.00012759,0.00016704
3.17500000,-0.25429749,-0.30668068,-0.05238318,-0.01080532,-0.72595209,-0.71514677,0.40469982,-0.00019376,-0.40489358,0.01150601,-0.00000012,-0.01150612,0.00026472,0.00079539,0.00053067,-0.28473650,-0.27630371,0.00843280,-0.00004047,-0.00000906,0.00003141
3.88750000,-0.15886272,-0.20193291,-0.04307018,-0.00582399,-0.53412044,-0.52829645,0.27313470,-0.00002348,-0.27315818,0.00612819,-0.00000001,-0.00612820,0.00001878,0.00009823,0.00007945,-0.16204368,-0.15641664,0.00562704,0.00000134,-0.00000064,-0.00000197
-3.80000000,-2.59970760,-5.09313202,-2.49342442,-8.90717793,-13.59184361,-4.68466568,-77.53942204,-65.82796478,11.71145725,13.28109550,-0.07645547,-13.35755097,229.56286552,214.54510498,-15.01776054,-52.65628815,-50.19695282,2.45933533,-19.11371735,-15.11117268,4.00254467
-3.58333300,-2.51059866,-4.84411240,-2.33351374,-5.66693163,-11.16657448,-5.49964285,-43.48162699,-38.78807449,4.69355249,8.32497549,-0.03917619,-8.36415168,136.24467371,124.90345764,-11.34121607,-38.15768051,-36.47167206,1.68600845,-11.20347923,-8.47333717,2.73014205
-3.36666700,-2.34129190,-4.45944214,-2.11815023,-3.70936251,-9.25032806,-5.54096556,-22.94283628,-22.17304039,0.76979589,5.22641623,-0.01976880,-5.24618503,78.42058988,70.55926514,-7.86132474,-27.69058132,-26.23470688,1.45587444,-6.22220435,-4.53170204,1.69050231
-3.15000000,-2.15371966,-4.03204727,-1.87832761,-2.48987055,-7.72526073,-5.23539019,-11.15843034,-12.36549091,-1.20706058,3.30269998,-0.00983231,-3.31253229,43.95517692,38.89459610,-5.06058082,-20.13711357,-18.79040337,1.34671021,-3.31307405,-2.33162928,0.98144478
-2.93333300,-1.97022939,-3.60768509,-1.63745570,-1.70821297,-6.50150824,-4.79329526,-4.70570397,-6.75899744,-2.05329347,2.11902097,-0.00482460,-2.12384557,24.08095396,21.02269554,-3.05825842,-14.68620276,-13.47296524,1.21323752,-1.70766563,-1.16215086,0.54551477
-2.50000000,-1.63602018,-2.84219742,-1.20617723,-0.84925866,-4.70336199,-3.85410333,0.31470847,-1.92863441,-2.24334288,0.93755714,-0.00112010,-0.93867723,6.82888137,5.87832069,-0.95056068,-7.90462415,-7.06582069,0.83880346,-0.42614257,-0.26799884,0.15814372
-2.06666700,-1.34759116,-2.21967697,-0.87208581,-0.44833446,-3.48875713,-3.04042268,1.32679305,-0.52627122,-1.85306427,0.46183527,-0.00024957,-0.46208485,1.82367200,1.57840121,-0.24527079,-4.36051457,-3.86906838,0.49144618,-0.10318365,-0.05736283,0.04582081
-1.63333300,-1.10253537,-1.73194885,-0.62941349,-0.24867699,-2.64433098,-2.39565399,1.30423993,-0.13917322,-1.44341315,0.24864887,-0.00005390,-0.24870278,0.46507433,0.41283613,-0.05223820,-2.49196029,-2.22752857,0.26443172,-0.02589391,-0.01163571,0.01425820
-1.20000000,-0.89820349,-1.35564423,-0.45744073,-0.14387485,-2.04216337,-1.89828852,1.08041935,-0.03598408,-1.11640342,0.14238190,-0.00001141,-0.14239331,0.11471043,0.10614657,-0.00856386,-1.48475469,-1.34565568,0.13909901,-0.00743400,-0.00227077,0.00516323
-0.55000000,-0.65915573,-0.94874954,-0.28959382,-0.06773438,-1.42810333,-1.36036894,0.76458194,-0.00459660,-0.76917854,0.06674468,-0.00000110,-0.06674578,0.01343012,0.01358273,0.00015261,-0.73888707,-0.68302780,0.05585926,-0.00168631,-0.00018698,0.00149932
0.10000000,-0.48570073,-0.67454338,-0.18884265,-0.03415721,-1.02942061,-0.99526341,0.54078780,-0.00057531,-0.54136311,0.03353090,-0.00000011,-0.03353101,0.00150509,0.00172319,0.00021810,-0.39972804,-0.37415013,0.02557791,-0.00058176,-0.00001505,0.00056671
0.75000000,-0.36099347,-0.48781204,-0.12681857,-0.01825159,-0.76109159,-0.74284000,0.38859376,-0.00007150,-0.38866526,0.01780322,-0.00000001,-0.01780323,0.00015839,0.00021983,0.00006144,-0.23131347,-0.21775837,0.01355510,-0.00023993,-0.00000122,0.00023870
-1.80000000,-0.79157430,-3.97576714,-3.18419284,-4.55235910,-14.58688927,-10.03453016,-133.80751628,-108.82286072,24.98465556,4.77136917,-0.27281445,-5.04418363,386.26518614,367.04754639,-19.21763975,-75.05550385,-74.29378510,0.76171875,-18.95416768,-21.26496506,-2.31079738
-1.53750000,-2.49477339,-4.28019905,-1.78542566,-2.65845060,-11.39086342,-8.73241282,-65.22180223,-56.14376068,9.07804155,3.22172236,-0.12791586,-3.34963822,200.00462829,190.68417358,-9.32045471,-50.01848984,-50.84225082,-0.82376099,-10.15748832,-11.10970783,-0.95221951
-1.27500000,-2.95514488,-3.96757698,-1.01243210,-1.64593196,-9.04230118,-7.39636922,-29.49342918,-27.84746170,1.64596748,1.95784339,-0.05899494,-2.01683833,99.64026547,95.93904114,-3.70122433,-33.77421761,-34.52714539,-0.75292778,-5.08397217,-5.49394369,-0.40997152
-1.01250000,-2.82649636,-3.42642403,-0.59992766,-1.05240858,-7.27981234,-6.22740376,-12.14969993,-13.44017124,-1.29047132,1.12934486,-0.02710913,-1.15645399,48.25845856,47.29920197,-0.95925659,-23.07212925,-23.46848869,-0.39635944,-2.41094023,-2.62899256,-0.21805233
-0.75000000,-2.47033691,-2.84742928,-0.37709236,-0.68822706,-5.93324947,-5.24502242,-4.22987175,-6.38301945,-2.15314770,0.65852796,-0.01254305,-0.67107102,22.95727504,23.08308792,0.12581288,-15.91742992,-16.06407547,-0.14664555,-1.11441101,-1.23964250,-0.12523149
-0.22500000,-1.68381751,-1.85880852,-0.17499101,-0.31062421,-4.06616116,-3.75553694,0.48142862,-1.41365647,-1.89508510,0.26251973,-0.00275818,-0.26527792,5.08733770,5.45138550,0.36404780,-7.78422588,-7.77725887,0.00696701,-0.24101841,-0.27231461,-0.03129620
0.30000000,-1.08580124,-1.17920303,-0.09340179,-0.14938757,-2.88447714,-2.73508957,0.95984347,-0.31123498,-1.27107845,0.12595877,-0.00059943,-0.12655819,1.12137111,1.27871716,0.15734605,-3.95277798,-3.95452142,-0.00174344,-0.05430513,-0.05785370,-0.00354857
0.82500000,-0.69093317,-0.74531364,-0.05438048,-0.07614999,-2.10486913,-2.02871913,0.74962763,-0.06800332,-0.81763095,0.06550375,-0.00012137,-0.06562512,0.24468271,0.29480860,0.05012589,-2.09871665,-2.11378145,-0.01506480,-0.01213947,-0.01136354,0.00077594
1.35000000,-0.43945023,-0.47380257,-0.03435233,-0.04091458,-1.57277489,-1.53186031,0.51185580,-0.01468170,-0.52653750,0.03510973,-0.00002248,-0.03513221,0.05200600,0.06647395,0.01446795,-1.17015512,-1.18693197,-0.01677685,-0.00263238,-0.00202514,0.00060724
2.13750000,-0.22379215,-0.24392319,-0.02013104,-0.01754278,-1.05408525,-1.03654248,0.27690986,-0.00144434,-0.27835420,0.01441636,-0.00000155,-0.01441791,0.00473202,0.00687874,0.00214672,-0.53324472,-0.54419577,-0.01095105,-0.00027127,-0.00012891,0.00014236
2.92500000,-0.11370947,-0.12745094,-0.01374147,-0.00818797,-0.73286355,-0.72467558,0.15138816,-0.00014014,-0.15152831,0.00628959,-0.00000010,-0.00628968,0.00038651,0.00069445,0.00030794,-0.26745768,-0.27280393,-0.00534625,-0.00003339,-0.00000703,0.00002636
3.71250000,-0.05647261,-0.06675720,-0.01028460,-0.00409713,-0.52518654,-0.52108941,0.08482376,-0.00001349,-0.08483726,0.00290937,-0.00000001,-0.00290937,0.00002764,0.00006947,0.00004183,-0.14504479,-0.14720646,-0.00216166,-0.00001504,-0.00000035,0.00001469
-4.60000000,-8.90667152,-3.48363495,5.42303658,-12.79791641,-32.90603256,-20.10811615,-571.88159752,-588.87072754,-16.98913002,16.10210752,-0.62540412,-16.72751164,1544.32787474,1572.93127441,28.60339967,-206.53317261,-207.19381714,-0.66064453,-27.84775965,-67.26144409,-39.41368444
-4.29166700,-4.48186398,-2.54660034,1.93526363,-8.87851524,-24.88182449,-16.00330925,-307.32026005,-313.54449463,-6.22423458,15.10409975,-0.35292470,-15.45702446,851.13545713,869.57305908,18.43760195,-136.12878418,-139.56494141,-3.43615723,-25.75903026,-40.48874283,-14.72971256
-3.98333300,-4.67828751,-2.93667221,1.74161530,-6.91166258,-19.03104210,-12.11937952,-161.88891220,-168.67712402,-6.78821182,11.39299154,-0.20694569,-11.59993723,471.70295186,485.53433228,13.83138042,-91.52405548,-93.91692352,-2.39286804,-20.92542805,-25.52193451,-4.59650646
-3.67500000,-5.86195612,-3.41577911,2.44617701,-5.37422228,-14.68754673,-9.31332445,-82.81336737,-91.42681885,-8.61345148,7.82228827,-0.12129508,-7.94358335,260.92475897,271.01113892,10.08637995,-61.85082245,-63.10028076,-1.24945831,-15.28463215,-16.17657280,-0.89194065
-3.36666700,-6.41908741,-3.55681229,2.86227512,-3.82980800,-11.42718315,-7.59737515,-39.71096325,-48.51527023,-8.80430698,4.88042557,-0.06776107,-4.94818664,140.45105759,146.63536072,6.18430313,-41.56879425,-42.07860947,-0.50981522,-9.76131035,-9.64949608,0.11181427
-2.75000000,-5.27566481,-2.98838806,2.28727674,-1.52883267,-7.10386181,-5.57502913,-5.26081991,-11.56524181,-6.30442190,1.55158559,-0.01659969,-1.56818528,34.57421315,35.81454468,1.24033153,-18.37389803,-18.11412430,0.25977373,-2.62147167,-2.53714180,0.08432987
-2.13333300,-3.41621923,-2.11629486,1.29992437,-0.55091214,-4.59598589,-4.04507375,1.74653423,-2.17729616,-3.92383039,0.51079805,-0.00301412,-0.51381217,6.75717781,6.92282724,0.16564943,-8.10743856,-7.75015974,0.35727882,-0.46836633,-0.46319661,0.00516973
-1.51666700,-2.07454443,-1.41433716,0.66020727,-0.20741957,-3.09120893,-2.88378936,2.07084824,-0.35580006,-2.42664830,0.20419066,-0.00045765,-0.20464830,1.11587026,1.17448235,0.05861209,-3.70499367,-3.50059342,0.20440025,-0.06914026,-0.06719132,0.00194894
-0.90000000,-1.26102316,-0.93763733,0.32338583,-0.08464660,-2.15120173,-2.06655513,1.45697549,-0.05560061,-1.51257610,0.09191800,-0.00006412,-0.09198212,0.16724087,0.19190812,0.02466725,-1.80027704,-1.70880651,0.09147052,-0.01026305,-0.00865140,0.00161165
0.02500000,-0.62803888,-0.51967430,0.10836458,-0.02566685,-1.31719255,-1.29152570,0.77214906,-0.00349638,-0.77564544,0.03136636,-0.00000308,-0.03136943,0.00883878,0.01282121,0.00398243,-0.69499843,-0.66628057,0.02871787,-0.00082711,-0.00035513,0.00047198
0.95000000,-0.33622971,-0.30157471,0.03465500,-0.00912712,-0.84970206,-0.84057494,0.42392622,-0.00022826,-0.42415448,0.01205917,-0.00000013,-0.01205930,0.00043121,0.00087509,0.00044388,-0.30751449,-0.29573238,0.01178211,-0.00011563,-0.00001291,0.00010272
1.87500000,-0.19161348,-0.18272209,0.00889139,-0.00370967,-0.57170224,-0.56799258,0.24591466,-0.00001516,-0.24592982,0.00508159,-0.00000001,-0.00508160,0.00001760,0.00006062,0.00004302,-0.15109663,-0.14518321,0.00591342,-0.00002554,-0.00000042,0.00002512
-1.40000000,-11.45136070,-7.11957932,4.33178139,-5.94622707,-11.41575623,-5.46952915,-39.08797264,-40.83029175,-1.74231911,6.58108383,-0.09503826,-6.67612210,156.18904709,146.61959839,-9.56944870,-40.71543121,-39.77592468,0.93950653,-14.31844738,-14.44980526,-0.13135788
-1.16666700,-8.49048233,-5.83042526,2.66005707,-3.33019161,-9.43539143,-6.10519981,-18.47398376,-21.74247932,-3.26849556,3.52696273,-0.04794011,-3.57490284,84.32800247,77.36360931,-6.96439316,-28.54789734,-27.56292152,0.98497581,-7.22800082,-7.29740238,-0.06940156
-0.93333300,-6.36618471,-4.77466965,1.59151506,-1.97030830,-7.86184692,-5.89153862,-7.44900942,-11.25561905,-3.80660963,1.99909589,-0.02314856,-2.02224445,43.90230239,39.66794586,-4.23435653,-20.11507893,-19.07334328,1.04173565,-3.48227275,-3.50845003,-0.02617729
-0.70000000,-4.84825230,-3.91897011,0.92928219,-1.22353506,-6.60090303,-5.37736797,-2.02956295,-5.71522617,-3.68566322,1.19540862,-0.01080887,-1.20621749,22.20525503,19.94190598,-2.26334905,-14.26283073,-13.27666664,0.98616409,-1.61968849,-1.62289715,-0.00320866
-0.46666700,-3.75350070,-3.22760773,0.52589297,-0.79083723,-5.58156443,-4.79072720,0.39152479,-2.86743951,-3.25896430,0.75479130,-0.00492226,-0.75971356,10.96921586,9.90610504,-1.06311082,-10.18767929,-9.34766388,0.84001541,-0.73441305,-0.72848344,0.00592961
0.00000000,-2.35419178,-2.21542740,0.13876438,-0.36184400,-4.06778622,-3.70594221,1.54988563,-0.71174139,-2.26162702,0.34534800,-0.00097254,-0.34632055,2.53860699,2.41562319,-0.12298380,-5.33945482,-4.85080957,0.48864525,-0.14546627,-0.13772246,0.00774381
0.46666700,-1.55179763,-1.54586601,0.00593162,-0.18070102,-3.03174567,-2.85104465,1.32018663,-0.17755467,-1.49774130,0.17731486,-0.00018587,-0.17750073,0.56014965,0.59511578,0.03496613,-2.92469119,-2.68450403,0.24018716,-0.02941629,-0.02468356,0.00473273
0.93333300,-1.06197548,-1.09585190,-0.03387642,-0.09612832,-2.30383372,-2.20770540,0.95581627,-0.04519086,-1.00100713,0.09700870,-0.00003514,-0.09704384,0.11986050,0.15043023,0.03056973,-1.68337906,-1.57323349,0.11014557,-0.00652518,-0.00429814,0.00222704
1.40000000,-0.74747890,-0.78826332,-0.04078442,-0.05373782,-1.78066170,-1.72692389,0.67307337,-0.01179209,-0.68486545,0.05528451,-0.00000664,-0.05529115,0.02510172,0.03914978,0.01404806,-1.01710814,-0.96685606,0.05025208,-0.00170836,-0.00073732,0.00097104
2.10000000,-0.45871201,-0.49282074,-0.03410873,-0.02421919,-1.24381375,-1.21959457,0.40253122,-0.00164203,-0.40417325,0.02528477,-0.00000055,-0.02528532,0.00233971,0.00545247,0.00311276,-0.51722608,-0.50035107,0.01687501,-0.00034202,-0.00005186,0.00029016
2.80000000,-0.29107383,-0.31611633,-0.02504250,-0.01176243,-0.89387411,-0.88211168,0.24695583,-0.00023766,-0.24719349,0.01231522,-0.00000005,-0.01231527,0.00020587,0.00079098,0.00058511,-0.28418150,-0.27731645,0.00686505,-0.00009471,-0.00000369,0.00009102
3.50000000,-0.18922710,-0.20725060,-0.01802349,-0.00607926,-0.65815187,-0.65207260,0.15444317,-0.00003510,-0.15447827,0.00638311,-0.00000000,-0.00638312,0.00001624,0.00011741,0.00010117,-0.16587985,-0.16240346,0.00347638,-0.00003782,-0.00000027,0.00003754
-0.90000000,-7.30086899,-6.16533661,1.13553238,-8.47210693,-14.67713356,-6.20502663,-53.11363983,-51.86208725,1.25155258,11.24255848,-0.06356238,-11.30612086,183.73278122,192.51553345,8.78275223,-49.15744019,-49.77618790,-0.61874771,-17.73412351,-17.20413780,0.52998571
-0.65833300,-5.58402061,-5.08409119,0.49992943,-4.35567856,-11.83201981,-7.47634125,-24.37333298,-25.31595802,-0.94262505,5.47392642,-0.03161956,-5.50554598,92.81057340,93.47113800,0.66056460,-33.58654785,-34.00128174,-0.41473389,-8.15940902,-7.90570831,0.25370071
-0.41666700,-4.41970015,-4.28964996,0.13005018,-2.44465661,-9.65065193,-7.20599532,-9.97871542,-12.05868626,-2.07997084,2.86048999,-0.01539837,-2.87588836,45.88362509,44.40805054,-1.47557455,-23.25640965,-23.26759720,-0.01118755,-3.65157155,-3.51321077,0.13836078
-0.17500000,-3.59908438,-3.67496872,-0.07588434,-1.46171904,-7.95217896,-6.49045992,-3.13596344,-5.65094185,-2.51497841,1.58294426,-0.00739200,-1.59033626,22.34094073,20.80578041,-1.53516032,-16.29592896,-16.07448769,0.22144127,-1.60556910,-1.52560127,0.07996783
0.06666700,-2.99520278,-3.17723274,-0.18202996,-0.91692597,-6.61208820,-5.69516224,-0.04905701,-2.62193441,-2.57287741,0.92833179,-0.00351932,-0.93185111,10.75667426,9.67820263,-1.07847163,-11.54928601,-11.26597977,0.28330624,-0.70063098,-0.65315127,0.04747971
0.55000000,-2.16462374,-2.40566826,-0.24104452,-0.40103427,-4.68039608,-4.27936181,1.68192211,-0.55851692,-2.24043903,0.37544384,-0.00079235,-0.37623620,2.44545334,2.09463787,-0.35081547,-6.00576891,-5.81975031,0.18601860,-0.13699499,-0.11824609,0.01874891
1.03333300,-1.61561918,-1.83326244,-0.21764326,-0.19434559,-3.40378666,-3.20944107,1.66921822,-0.12003753,-1.78925575,0.17896872,-0.00017897,-0.17914769,0.55079461,0.46486920,-0.08592541,-3.27912850,-3.20662808,0.07250042,-0.03009427,-0.02183493,0.00825934
1.51666700,-1.22648573,-1.40145302,-0.17496729,-0.10154917,-2.53294396,-2.43139479,1.37017564,-0.02646205,-1.39663770,0.09467200,-0.00004023,-0.09471222,0.12420394,0.10721143,-0.01699251,-1.88110220,-1.86519587,0.01590633,-0.00792342,-0.00417309,0.00375033
2.00000000,-0.94114429,-1.07556534,-0.13442105,-0.05628171,-1.92271590,-1.86643419,1.08092959,-0.00601429,-1.08694388,0.05345534,-0.00000884,-0.05346417,0.02810139,0.02563153,-0.00246986,-1.12989037,-1.13400984,-0.00411946,-0.00257428,-0.00081244,0.00176184
2.72500000,-0.64272285,-0.73079395,-0.08807111,-0.02534129,-1.31277263,-1.28743134,0.75164463,-0.00068480,-0.75232942,0.02463610,-0.00000085,-0.02463695,0.00299349,0.00313411,0.00014062,-0.56680369,-0.57513082,-0.00832713,-0.00066953,-0.00006838,0.00060115
3.45000000,-0.44681576,-0.50453568,-0.05771992,-0.01240107,-0.92587274,-0.91347167,0.52902375,-0.00008106,-0.52910482,0.01225451,-0.00000008,-0.01225459,0.00030820,0.00039352,0.00008532,-0.30622553,-0.31178007,-0.00555454,-0.00022842,-0.00000537,0.00022305
4.17500000,-0.31619436,-0.35457039,-0.03837603,-0.00648597,-0.67108285,-0.66459688,0.37862751,-0.00000977,-0.37863728,0.00648120,-0.00000001,-0.00648120,0.00003025,0.00005008,0.00001983,-0.17561812,-0.17860441,-0.00298629,-0.00008893,-0.00000039,0.00008854
-0.70000000,4.31574535,1.87291908,-2.44282627,-1.17994642,-7.15584135,-5.97589493,-18.20804024,-15.50783062,2.70020962,-0.79695725,-0.06706624,0.72989102,53.98866790,58.12505722,4.13638932,-26.43933868,-26.10267830,0.33666039,-4.25802829,-4.74346685,-0.48543857
-0.48750000,3.11131310,1.31858253,-1.79273057,-0.79457593,-5.98168564,-5.18710971,-10.24490476,-8.10641003,2.13849473,-0.25121403,-0.03375950,0.21745453,28.52008279,30.41758728,1.89750449,-18.76286554,-18.54994392,0.21292162,-2.12308353,-2.43775797,-0.31467444
-0.27500000,2.26965976,0.93125343,-1.33840632,-0.55609536,-5.04879379,-4.49269843,-5.81127810,-4.16760969,1.64366841,0.01247370,-0.01663446,-0.02910816,14.84779480,15.75022507,0.90243027,-13.40075111,-13.21329212,0.18745899,-1.02992988,-1.21783185,-0.18790197
-0.06250000,1.67716789,0.65788651,-1.01928139,-0.40093502,-4.29784203,-3.89690700,-3.34873629,-2.11516190,1.23357439,0.12323737,-0.00805278,-0.13129015,7.63053082,8.07619286,0.44566204,-9.64169621,-9.47169304,0.17000318,-0.48886340,-0.59461045,-0.10574705
0.15000000,1.25514281,0.46304512,-0.79209769,-0.29569742,-3.68637967,-3.39068225,-1.97548199,-1.06300819,0.91247380,0.15650155,-0.00384164,-0.16034318,3.87965868,4.10803461,0.22837593,-6.99915776,-6.85389042,0.14526734,-0.22806857,-0.28492731,-0.05685874
0.57500000,0.72712702,0.22098160,-0.50614542,-0.16899078,-2.76598215,-2.59699138,-0.75379431,-0.26320216,0.49059215,0.13678413,-0.00084434,-0.13762848,0.97791986,1.04485154,0.06693168,-3.80731861,-3.71944237,0.08787625,-0.04760914,-0.06258391,-0.01497477
1.00000000,0.43643415,0.09200478,-0.34442937,-0.10134356,-2.12220621,-2.02086265,-0.32258243,-0.06420408,0.25837835,0.09594465,-0.00017905,-0.09612370,0.23983513,0.26221097,0.02237584,-2.17043680,-2.12607169,0.04436511,-0.00935941,-0.01312577,-0.00376636
1.42500000,0.26808158,0.02211189,-0.24596968,-0.06305784,-1.65894306,-1.59588522,-0.14680937,-0.01557966,0.13122971,0.06380294,-0.00003696,-0.06383990,0.05771717,0.06546703,0.00774986,-1.29913551,-1.27751529,0.02162021,-0.00165955,-0.00265419,-0.00099463
1.85000000,0.16648637,-0.01563263,-0.18211900,-0.04046054,-1.31757545,-1.27711492,-0.06327931,-0.00378526,0.05949404,0.04220810,-0.00000747,-0.04221558,0.01363714,0.01635708,0.00271994,-0.81363507,-0.80242407,0.01121099,-0.00022102,-0.00052064,-0.00029963
2.48750000,0.08080766,-0.04114914,-0.12195680,-0.02184303,-0.95636475,-0.93452172,-0.00617190,-0.00045853,0.00571336,0.02324321,-0.00000066,-0.02324387,0.00153662,0.00206396,0.00052734,-0.43397785,-0.42827335,0.00570450,0.00001975,-0.00004314,-0.00006290
3.12500000,0.03665445,-0.04872894,-0.08538340,-0.01240311,-0.71202964,-0.69962652,0.01672938,-0.00005670,-0.01678608,0.01330359,-0.00000006,-0.01330364,0.00016713,0.00026611,0.00009898,-0.24862634,-0.24463801,0.00398833,0.00000342,-0.00000342,-0.00000683
3.76250000,0.01324763,-0.04856300,-0.06181064,-0.00735310,-0.54151779,-0.53416469,0.02516146,-0.00000718,-0.02516863,0.00790821,-0.00000001,-0.00790822,0.00001578,0.00003547,0.00001969,-0.15069390,-0.14754231,0.00315159,-0.00000286,-0.00000026,0.00000260
-1.70000000,-18.56251335,-17.93906784,0.62344551,-17.55920601,-18.41281509,-0.85360909,-96.44806099,-104.28523254,-7.83717155,21.82440376,-0.10265133,-21.92705509,341.93046381,356.00860596,14.07814215,-75.23510742,-76.71643066,-1.48132324,-32.98627811,-31.36045074,1.62582737
