shift_angstrom,target_lr_es_kj_mol,predicted_lr_es_kj_mol,error_lr_es_kj_mol,target_lr_pol_kj_mol,predicted_lr_pol_kj_mol,error_lr_pol_kj_mol,target_sr_es_total_kj_mol,predicted_sr_es_total_kj_mol,error_sr_es_total_kj_mol,target_sr_pol_total_kj_mol,predicted_sr_pol_total_kj_mol,error_sr_pol_total_kj_mol,target_exchange_kj_mol,predicted_exchange_kj_mol,error_exchange_kj_mol,target_dispersion_total_kj_mol,predicted_dispersion_total_kj_mol,error_dispersion_total_kj_mol,target_ct_like_kj_mol,predicted_ct_like_kj_mol,error_ct_like_kj_mol
0.84166700,-2.41081023,-2.49862289,-0.08781266,-0.16680406,-4.83345652,-4.66665246,2.36137120,-0.22652948,-2.58790068,0.14102853,-0.44676453,-0.58779306,0.14118464,0.18873389,0.04754925,-2.05522843,-40.31414795,-38.25891952,-0.01061119,-1.51708186,-1.50647066
1.35000000,-1.73404050,-1.83244324,-0.09840274,-0.08656938,-3.49451303,-3.40794365,1.70527771,-0.13224488,-1.83752259,0.07354180,-0.18466119,-0.25820300,0.02922367,0.07557338,0.04634971,-1.18909946,-24.26354218,-23.07444271,-0.00305613,-1.19575799,-1.19270185
2.11250000,-1.09908581,-1.18741226,-0.08832645,-0.03576569,-2.24635792,-2.21059223,1.07058495,-0.05981473,-1.13039968,0.03031118,-0.05238898,-0.08270016,0.00273158,0.01927812,0.01654654,-0.57198814,-12.19473076,-11.62274262,-0.00069907,-0.83777165,-0.83707259
2.87500000,-0.72427058,-0.79592514,-0.07165456,-0.01629653,-1.50931168,-1.49301514,0.69656671,-0.02746980,-0.72403652,0.01364012,-0.01584126,-0.02948139,0.00024412,0.00489034,0.00464622,-0.29975177,-6.58123732,-6.28148555,-0.00022356,-0.58897561,-0.58875204
3.63750000,-0.49319795,-0.54979897,-0.05660102,-0.00803757,-1.05157661,-1.04353905,0.46817924,-0.01278699,-0.48096623,0.00660956,-0.00505465,-0.01166421,0.00001920,0.00122603,0.00120683,-0.16802647,-3.76288986,-3.59486339,-0.00009511,-0.41625559,-0.41616048
-5.30000000,-8.66073132,-2.52994919,6.13078213,-5.99863005,-21.32818413,-15.32955408,-66.20724201,-0.68624282,65.52099919,6.67888379,-103.45119476,-110.13007855,220.03915896,14.47944832,-205.55971064,-46.41342163,-1077.01220703,-1030.59878540,-18.39217985,-4.28864813,14.10353172
-5.07916700,-6.77908516,-1.91205215,4.86703300,-3.12503219,-17.26458740,-14.13955522,-30.71679115,-0.48992413,30.22686702,3.21136104,-49.63578415,-52.84714518,112.52686128,9.20161438,-103.32524690,-31.32466888,-669.48797607,-638.16330719,-9.12698222,-3.86342525,5.26355697
-4.85833300,-5.29355192,-1.47537231,3.81817961,-1.75153279,-14.13659096,-12.38505816,-13.18573999,-0.35323545,12.83250454,1.63579842,-25.02945709,-26.66525552,56.46735289,5.82049084,-50.64686205,-21.51488400,-435.07855225,-413.56366825,-4.35808307,-3.47699165,0.88109142
-4.63750000,-4.15560436,-1.16415024,2.99145412,-1.04385281,-11.69318199,-10.64932919,-4.88739395,-0.25765973,4.62973422,0.89000072,-13.22833347,-14.11833419,27.90736865,3.67043018,-24.23693847,-14.99245358,-293.89160156,-278.89914799,-2.02447939,-3.12677503,-1.10229564
-4.41666700,-3.29200792,-0.93907356,2.35293436,-0.65438402,-9.75958633,-9.10520232,-1.14462614,-0.19023772,0.95438842,0.52382427,-7.29095411,-7.81477839,13.61043317,2.31012130,-11.30031187,-10.58295095,-205.11660767,-194.53365672,-0.92342989,-2.81011009,-1.88668021
-3.97500000,-2.13339782,-0.64853287,1.48486495,-0.28866252,-6.96035433,-6.67169181,0.99625242,-0.10736024,-1.10361266,0.22609817,-2.45807409,-2.68417227,3.13044697,0.91271210,-2.21773487,-5.47517296,-108.00411224,-102.52893928,-0.18758223,-2.26684093,-2.07925870
-3.53333300,-1.44203413,-0.47713661,0.96489751,-0.14216587,-5.09910822,-4.95694235,1.07354859,-0.06304440,-1.13659298,0.11636467,-0.92293239,-1.03929706,0.69624994,0.36063078,-0.33561916,-2.98580571,-61.54312515,-58.55731944,-0.03901115,-1.82691193,-1.78790078
-3.09166700,-1.01137781,-0.36707497,0.64430285,-0.07560129,-3.82165003,-3.74604874,0.83872463,-0.03817475,-0.87689938,0.06490610,-0.37523133,-0.44013743,0.15106382,0.14290106,-0.00816276,-1.72015355,-37.19223022,-35.47207668,-0.00882572,-1.47214556,-1.46331983
-2.65000000,-0.73168433,-0.29117393,0.44051039,-0.04258091,-2.92108917,-2.87850826,0.62384442,-0.02364402,-0.64748845,0.03793336,-0.16205347,-0.19998683,0.03208426,0.05688784,0.02480358,-1.04473800,-23.52848244,-22.48374444,-0.00233743,-1.18685412,-1.18451669
-1.98750000,-0.47207952,-0.21361351,0.25846601,-0.01956659,-2.01457000,-1.99500341,0.40473675,-0.01186607,-0.41660282,0.01808615,-0.05011170,-0.06819786,0.00304368,0.01444660,0.01140292,-0.53818006,-12.66215611,-12.12397605,-0.00048139,-0.86092371,-0.86044232
-1.32500000,-0.31888443,-0.16158676,0.15729767,-0.00974200,-1.43472707,-1.42498507,0.27328442,-0.00609466,-0.27937907,0.00924281,-0.01675791,-0.02600071,0.00027617,0.00372283,0.00344666,-0.30034855,-7.26306391,-6.96271536,-0.00015105,-0.62685543,-0.62670438
-0.66250000,-0.22356303,-0.12503242,0.09853061,-0.00517901,-1.04979980,-1.04462079,0.19175217,-0.00317824,-0.19493041,0.00502076,-0.00595065,-0.01097141,0.00002296,0.00097361,0.00095065,-0.17817106,-4.38319492,-4.20502387,-0.00005765,-0.45868656,-0.45862892
-0.90000000,-18.80248642,-9.69095612,9.11153030,-11.30709267,-34.82363892,-23.51654625,-33.52179718,-1.97762811,31.54416907,11.51996322,-88.45703125,-99.97699447,153.34256851,12.66586494,-140.67670357,-46.69929123,-1029.96875000,-983.26945877,-19.71643663,-4.40743971,15.30899692
-0.67500000,-14.29750347,-7.57323074,6.72427273,-6.09246731,-27.57227325,-21.47980595,-13.07944202,-1.43619978,11.64324224,5.49747294,-42.47914124,-47.97661418,80.00117535,8.23540974,-71.76576561,-32.63763428,-652.11572266,-619.47808838,-9.48508593,-3.99163747,5.49344846
-0.45000000,-10.95892048,-5.97185898,4.98706150,-3.52718306,-22.14099121,-18.61380816,-3.15353203,-1.04790783,2.10562420,2.86689049,-21.81504822,-24.68193871,41.11860838,5.33709621,-35.78151217,-23.05172634,-433.16497803,-410.11325169,-4.47575184,-3.60987520,0.86587664
-0.22500000,-8.47932816,-4.75442123,3.72490692,-2.15174556,-17.99752045,-15.84577489,1.24632311,-0.76886392,-2.01518703,1.60832304,-11.85514355,-13.46346658,20.89888625,3.45307016,-17.44581609,-16.43298745,-298.91439819,-282.48141074,-2.08488939,-3.26071286,-1.17582348
0.00000000,-6.62683153,-3.82191086,2.80492067,-1.36716068,-14.78609562,-13.41893494,2.91547608,-0.56748396,-3.48296005,0.96581137,-6.74296474,-7.70877612,10.52691102,2.23263049,-8.29428053,-11.82193297,-212.61784363,-200.79591066,-0.96229844,-2.94241047,-1.98011203
0.45000000,-4.17299461,-2.54046059,1.63253403,-0.60633832,-10.25612640,-9.64978808,3.15912712,-0.31477270,-3.47389981,0.41445065,-2.41169858,-2.82614923,2.61746652,0.93333763,-1.68412889,-6.30184471,-115.25170135,-108.94985665,-0.20195616,-2.39058971,-2.18863355
0.90000000,-2.73357701,-1.74925232,0.98432469,-0.29620653,-7.33527946,-7.03907293,2.42158189,-0.17868674,-2.60026863,0.20906910,-0.94632971,-1.15539882,0.63730407,0.39068159,-0.24662248,-3.50963745,-66.90599823,-63.39636078,-0.04225220,-1.93836951,-1.89611731
1.35000000,-1.85737062,-1.24327469,0.61409593,-0.15589106,-5.38206768,-5.22617662,1.73917954,-0.10361086,-1.84279040,0.11572394,-0.39576405,-0.51148799,0.15249892,0.16378744,0.01128852,-2.04821155,-40.88766479,-38.83945324,-0.00884623,-1.57009983,-1.56125360
1.80000000,-1.30433202,-0.90883636,0.39549565,-0.08708325,-4.03602314,-3.94893989,1.24666680,-0.06123157,-1.30789837,0.06768237,-0.17365776,-0.24134013,0.03594995,0.06875551,0.03280556,-1.25094531,-26.02916527,-24.77821996,-0.00185962,-1.27153111,-1.26967149
2.47500000,-0.80993474,-0.59431458,0.21562016,-0.03974585,-2.71351767,-2.67377181,0.78146303,-0.02868856,-0.81015159,0.03244527,-0.05415801,-0.08660327,0.00399587,0.01873200,0.01473613,-0.64393156,-14.06126785,-13.41733629,-0.00017647,-0.92761636,-0.92743988
3.15000000,-0.53100294,-0.40683365,0.12416929,-0.01975043,-1.88964772,-1.86989729,0.51287751,-0.01386596,-0.52674348,0.01661238,-0.01806942,-0.03468179,0.00042611,0.00510914,0.00468303,-0.35706738,-8.06497669,-7.70790931,-0.00001367,-0.67859554,-0.67858187
3.82500000,-0.36402044,-0.28918266,0.07483777,-0.01050119,-1.35534930,-1.34484811,0.35103419,-0.00687501,-0.35790920,0.00897697,-0.00636581,-0.01534278,0.00004348,0.00139395,0.00135047,-0.20995146,-4.85652208,-4.64657062,-0.00000141,-0.49848437,-0.49848296
-1.40000000,-13.42534828,-6.75774765,6.66760063,-5.54899597,-31.11384583,-25.56484985,-77.69417381,-1.67202353,76.02215028,5.96323571,-114.71189880,-120.67513451,278.37158360,19.07892418,-259.29265942,-60.80673218,-1319.83972168,-1259.03298950,-18.04627049,-4.81975651,13.22651398
-1.18333300,-9.89658546,-5.06890106,4.82768440,-2.98617744,-25.11211395,-22.12593651,-39.39927864,-1.19327211,38.20600653,3.17306240,-60.67761612,-63.85067852,154.67839904,12.78658485,-141.89181419,-42.81348419,-871.08593750,-828.27245331,-9.82437284,-4.38991070,5.43446214
-0.96666700,-7.33322430,-3.81426620,3.51895809,-1.69522953,-20.44984818,-18.75461864,-18.38425541,-0.84963858,17.53461683,1.73715644,-33.04388809,-34.78104454,83.65564402,8.49368191,-75.16196211,-30.36837769,-590.41333008,-560.04495239,-5.08801642,-3.98998857,1.09802785
-0.75000000,-5.48034906,-2.88554001,2.59480906,-1.01366031,-16.79759407,-15.78393376,-7.47127008,-0.60493553,6.86633456,0.98300001,-18.59484100,-19.57784101,44.22340882,5.60617542,-38.61723340,-21.69482231,-410.72491455,-389.03009224,-2.52863462,-3.62002707,-1.09139245
-0.53333300,-4.13861132,-2.19729805,1.94131327,-0.63531041,-13.91114140,-13.27583098,-2.13783169,-0.43126398,1.70656770,0.58482305,-10.80336285,-11.38818590,22.93547753,3.68373990,-19.25173763,-15.61049199,-292.56567383,-276.95518184,-1.21685514,-3.27942991,-2.06257478
-0.10000000,-2.44295430,-1.30246544,1.14048886,-0.28015700,-9.75933647,-9.47917947,1.22807312,-0.22054368,-1.44861680,0.25012922,-3.96258497,-4.21271419,5.87771703,1.57744431,-4.30027272,-8.27101497,-157.61875916,-149.34774418,-0.26445057,-2.68179560,-2.41734502
0.33333300,-1.50999999,-0.79526711,0.71473289,-0.13864408,-7.03434467,-6.89570059,1.45010093,-0.11375153,-1.56385246,0.12960762,-1.58560789,-1.71521550,1.43126282,0.67184210,-0.75942072,-4.54566934,-90.54481506,-85.99914572,-0.05593454,-2.18559241,-2.12965787
0.76666700,-0.97389376,-0.49940681,0.47448695,-0.07441872,-5.19178438,-5.11736566,1.11606467,-0.05903327,-1.17509794,0.07355370,-0.67628109,-0.74983479,0.33551553,0.28571951,-0.04979602,-2.60870715,-54.69461441,-52.08590726,-0.01226804,-1.77742684,-1.76515880
1.20000000,-0.65203941,-0.32159233,0.33044708,-0.04241392,-3.91247272,-3.87005881,0.79283585,-0.03069051,-0.82352635,0.04363914,-0.30264807,-0.34628721,0.07629110,0.12158704,0.04529594,-1.56714180,-34.41427994,-32.84713813,-0.00297259,-1.44391513,-1.44094254
1.85000000,-0.37869042,-0.17301750,0.20567292,-0.01987269,-2.64744282,-2.62757013,0.47081611,-0.01138183,-0.48219794,0.02113152,-0.09705402,-0.11818554,0.00789782,0.03386794,0.02597012,-0.79020202,-18.28285217,-17.49265015,-0.00049596,-1.05694711,-1.05645116
2.50000000,-0.23261699,-0.09678841,0.13582858,-0.01008694,-1.85457015,-1.84448321,0.28910691,-0.00404153,-0.29314844,0.01089106,-0.03319456,-0.04408561,0.00077422,0.00948306,0.00870884,-0.43155157,-10.32867241,-9.89712084,-0.00012726,-0.77491796,-0.77479070
3.15000000,-0.14924505,-0.05578995,0.09345511,-0.00545911,-1.33772516,-1.33226605,0.18417764,-0.00128073,-0.18545838,0.00593355,-0.01195208,-0.01788563,0.00006929,0.00266909,0.00259980,-0.25097450,-6.13744640,-5.88647190,-0.00004502,-0.56999397,-0.56994895
-2.10000000,-11.55051517,-8.93857956,2.61193562,-10.56787872,-38.73353958,-28.16566086,-268.54506588,-1.78142738,266.76363850,6.00655031,-299.17770386,-305.18425417,780.78989775,48.06223297,-732.72766478,-122.51995850,-2695.57373047,-2573.05377197,-48.13521499,-5.06843948,43.06677551
-1.87500000,-8.61614895,-7.27410507,1.34204388,-5.50919533,-29.25864792,-23.74945259,-133.79812717,-1.34073782,132.45738935,4.27762902,-146.61897278,-150.89660180,401.73961559,31.03724670,-370.70236889,-80.02654266,-1624.67163086,-1544.64508820,-25.64774120,-4.58954716,21.05819404
-1.65000000,-6.74270773,-5.95455742,0.78815031,-3.18304586,-22.55781364,-19.37476778,-64.51783609,-1.01507020,63.50276589,2.82504177,-76.18351746,-79.00855923,202.46850948,19.96271896,-182.50579052,-53.71847534,-1023.73107910,-970.01260376,-13.06254214,-4.14589643,8.91664570
-1.42500000,-5.44764996,-4.88818550,0.55946445,-1.96797431,-17.70318985,-15.73521554,-30.00947285,-0.76973248,29.23974037,1.76504926,-41.43770981,-43.20275907,100.44225157,12.80730534,-87.63494623,-36.70100403,-668.85467529,-632.15367126,-6.37228749,-3.73758960,2.63469789
-1.20000000,-4.48420334,-4.01818657,0.46601677,-1.27317536,-14.11097431,-12.83779895,-13.21700859,-0.58318365,12.63382494,1.09456250,-23.36898232,-24.46354482,49.18874419,8.20396519,-40.98477900,-25.37617350,-450.36947632,-424.99330282,-3.00643456,-3.36386251,-0.35742796
-0.75000000,-3.11470985,-2.72103119,0.39367867,-0.58247465,-9.32715797,-8.74468333,-1.55331135,-0.33243513,1.22087622,0.46503200,-8.07237434,-8.53740634,11.43442435,3.35911083,-8.07531352,-12.46494806,-219.77416992,-207.30922186,-0.63822355,-2.71427441,-2.07605085
-0.30000000,-2.18819451,-1.84786034,0.34033418,-0.28971192,-6.43979836,-6.15008643,0.70751917,-0.18729442,-0.89481360,0.23125773,-3.03018379,-3.26144152,2.57404578,1.37513983,-1.19890595,-6.36725373,-116.04582214,-109.67856841,-0.13746472,-2.18233633,-2.04487161
0.15000000,-1.54408538,-1.25948143,0.28460395,-0.15380166,-4.60570097,-4.45189930,0.91176105,-0.10418594,-1.01594698,0.12828511,-1.21177244,-1.34005755,0.56417755,0.56400782,-0.00016973,-3.41346613,-65.25765228,-61.84418615,-0.03179877,-1.75107419,-1.71927543
0.60000000,-1.09413457,-0.86191368,0.23222089,-0.08627801,-3.39090133,-3.30462331,0.73666477,-0.05713171,-0.79379648,0.07611840,-0.50978076,-0.58589916,0.12116318,0.23204145,0.11087827,-1.92958127,-38.64755630,-36.71797504,-0.00835938,-1.40384698,-1.39548760
1.27500000,-0.65864849,-0.49102211,0.16762638,-0.03953507,-2.23918271,-2.19964764,0.45651205,-0.02240045,-0.47891250,0.03764380,-0.15012118,-0.18776498,0.01161391,0.06166230,0.05004839,-0.90222393,-19.06915092,-18.16692700,-0.00155642,-1.00814676,-1.00659034
1.95000000,-0.40092546,-0.28046322,0.12046224,-0.01972929,-1.54367089,-1.52394160,0.26972729,-0.00821509,-0.27794238,0.01994889,-0.04757762,-0.06752651,0.00105229,0.01652557,0.01547328,-0.46501858,-10.16696358,-9.70194500,-0.00039577,-0.72586459,-0.72546882
2.62500000,-0.24620579,-0.15903091,0.08717488,-0.01054321,-1.10173917,-1.09119596,0.15600651,-0.00263111,-0.15863761,0.01117620,-0.01599720,-0.02717340,0.00009011,0.00446178,0.00437167,-0.25873741,-5.77155542,-5.51281801,-0.00012178,-0.52491689,-0.52479511
-2.50000000,-6.04463243,-5.72071838,0.32391405,-5.80535555,-23.48385620,-17.67850065,-121.17710829,-1.40758061,119.76952767,9.50373292,-148.21307373,-157.71680665,373.36101901,24.07814980,-349.28286921,-67.94909668,-1478.33813477,-1410.38903809,-27.71107951,-4.14840651,23.56267301
-2.29166700,-6.51885128,-5.02309227,1.49575901,-3.70431495,-18.60536194,-14.90104699,-58.42929935,-1.16800523,57.26129413,5.83932185,-75.53626251,-81.37558436,196.02919435,15.36833763,-180.66085672,-45.86411667,-922.90045166,-877.03633499,-14.66498797,-3.74955726,10.91543071
-2.08333300,-6.24008274,-4.35353851,1.88654423,-2.47685337,-14.98589325,-12.50903988,-26.55709362,-0.95434225,25.60275137,3.54586697,-39.95790100,-43.50376797,101.91494857,9.77935410,-92.13559447,-31.58047104,-597.50921631,-565.92874527,-7.52156396,-3.38689590,4.13466806
-1.87500000,-5.65731859,-3.74841309,1.90890551,-1.69706285,-12.24231911,-10.54525626,-10.72772741,-0.77283859,9.95488882,2.16136152,-21.86655807,-24.02791959,52.52926718,6.20827150,-46.32099568,-22.05207920,-399.67248535,-377.62040615,-3.76231475,-3.05775046,0.70456428
-1.66666700,-4.99146414,-3.21823692,1.77322721,-1.18191481,-10.12377167,-8.94185686,-3.09345675,-0.62271655,2.47074020,1.34688318,-12.33905983,-13.68594301,26.86681295,3.93441343,-22.93239952,-15.57131386,-275.21752930,-259.64621544,-1.85099685,-2.75950098,-0.90850413
-1.25000000,-3.75639868,-2.37127686,1.38512182,-0.59648508,-7.13823318,-6.54174811,1.90362871,-0.40173292,-2.30536163,0.57947347,-4.25720596,-4.83667944,6.87768791,1.57533276,-5.30235515,-8.00389305,-140.56488037,-132.56098732,-0.44064221,-2.24568033,-1.80503813
-0.83333300,-2.79654646,-1.75815582,1.03839064,-0.31590927,-5.20376444,-4.88785517,2.45574716,-0.25894749,-2.71469465,0.28543628,-1.60683107,-1.89226735,1.71863412,0.63001865,-1.08861547,-4.30110651,-77.85012817,-73.54902166,-0.10734357,-1.82669473,-1.71935116
-0.41666700,-2.09358454,-1.31630516,0.77727938,-0.17491074,-3.89662528,-3.72171454,2.09465801,-0.16748822,-2.26214623,0.15565331,-0.65218401,-0.80783732,0.42084415,0.25234646,-0.16849769,-2.42823175,-45.96071625,-43.53248450,-0.02825894,-1.48608541,-1.45782648
0.00000000,-1.58451068,-0.99614143,0.58836925,-0.10081998,-2.98316717,-2.88234719,1.64790653,-0.10889006,-1.75679659,0.09080586,-0.28081271,-0.37161857,0.10155838,0.10143343,-0.00012495,-1.44179516,-28.55628204,-27.11448689,-0.00860812,-1.20976424,-1.20115612
0.62500000,-1.06736994,-0.66913033,0.39823961,-0.04714312,-2.06777382,-2.02063070,1.12453897,-0.05769242,-1.18223139,0.04396344,-0.08664623,-0.13060967,0.01179674,0.02610325,0.01430651,-0.72024857,-15.08398342,-14.36373485,-0.00202980,-0.89044952,-0.88841972
1.25000000,-0.73803842,-0.45970726,0.27833116,-0.02360193,-1.48239064,-1.45878871,0.77747997,-0.03095235,-0.80843232,0.02284092,-0.02904872,-0.05188964,0.00131852,0.00681554,0.00549702,-0.39311496,-8.55600071,-8.16288575,-0.00066709,-0.65778232,-0.65711523
1.87500000,-0.52234465,-0.32243347,0.19991118,-0.01251897,-1.09253025,-1.08001128,0.54888256,-0.01679889,-0.56568146,0.01252867,-0.01038974,-0.02291840,0.00014425,0.00180847,0.00166422,-0.22989123,-5.13210917,-4.90221794,-0.00026189,-0.48813754,-0.48787565
-2.50000000,-3.61449957,-1.89336395,1.72113562,-12.20362663,-51.02691650,-38.82328987,-129.36603022,-0.09604096,129.26998925,8.24941230,-216.54035950,-224.78977180,401.64430676,37.74581146,-363.89849530,-95.15486145,-1985.42089844,-1890.26603699,-27.77657269,-5.56926155,22.20731114
-2.26250000,-3.01523781,-2.22731018,0.78792763,-6.06929350,-38.84609985,-32.77680635,-62.09718132,-0.18101835,61.91616297,3.47777653,-100.76821899,-104.24599552,198.34525521,23.84620285,-174.49905236,-63.40851593,-1213.72839355,-1150.31987762,-13.26391360,-5.01512480,8.24878880
-2.02500000,-2.73345399,-2.36281204,0.37064195,-3.36867285,-30.11233521,-26.74366236,-28.38326240,-0.21962333,28.16363907,1.81183624,-50.16357803,-51.97541428,95.69905803,14.98453712,-80.71452091,-42.83823967,-779.22052002,-736.38228035,-6.07897064,-4.50879288,1.57017777
-1.78750000,-2.54388714,-2.35924530,0.18464184,-2.02402687,-23.70921516,-21.68518829,-12.06632996,-0.22676671,11.83956325,1.10592848,-26.41942978,-27.52535826,45.32980731,9.38645267,-35.94335464,-29.26276112,-520.00018311,-490.73742199,-2.69974055,-4.04804945,-1.34830890
-1.55000000,-2.36871433,-2.26695633,0.10175800,-1.28754318,-18.92299271,-17.63544953,-4.39282608,-0.21513486,4.17769122,0.74655539,-14.57191849,-15.31847388,21.15815611,5.87064219,-15.28751392,-20.19447780,-357.95233154,-337.75785375,-1.17477735,-3.63022256,-2.45544521
-1.07500000,-2.00391912,-1.95521736,0.04870176,-0.58320177,-12.47851467,-11.89531291,0.62469006,-0.16879737,-0.79348743,0.38594945,-4.92687035,-5.31281979,4.46597634,2.29530001,-2.17067633,-9.94684076,-182.30734253,-172.36050177,-0.21887244,-2.91159678,-2.69272433
-0.60000000,-1.64350736,-1.60514069,0.03836668,-0.29064721,-8.55238056,-8.26173335,1.40579936,-0.11997148,-1.52577084,0.20868498,-1.84304869,-2.05173367,0.91948447,0.90040350,-0.01908097,-5.16394453,-99.94053650,-94.77659196,-0.04276989,-2.32918668,-2.28641678
-0.12500000,-1.32278645,-1.28742981,0.03535664,-0.15430111,-6.05159378,-5.89729267,1.31764341,-0.08091068,-1.39855409,0.11493243,-0.73959970,-0.85453214,0.18724203,0.35515776,0.16791573,-2.83768098,-57.96860123,-55.13092025,-0.00946238,-1.86038470,-1.85092232
0.35000000,-1.05503571,-1.02241325,0.03262246,-0.08597051,-4.39922857,-4.31325807,1.08997096,-0.05292976,-1.14290072,0.06483245,-0.31263459,-0.37746704,0.03795652,0.14093201,0.10297549,-1.64682519,-35.19158173,-33.54475653,-0.00257572,-1.48494124,-1.48236552
1.06250000,-0.74848986,-0.72104073,0.02744913,-0.03848263,-2.84510040,-2.80661778,0.78108439,-0.02710212,-0.80818651,0.02904754,-0.09254716,-0.12159470,0.00343340,0.03559812,0.03216472,-0.79524019,-17.84559441,-17.05035422,-0.00057958,-1.05932748,-1.05874790
1.77500000,-0.53369361,-0.51181221,0.02188140,-0.01854472,-1.91992915,-1.90138442,0.55648657,-0.01357622,-0.57006279,0.01391812,-0.02937584,-0.04329396,0.00030356,0.00908489,0.00878133,-0.41842773,-9.68894768,-9.27051995,-0.00019494,-0.75745690,-0.75726195
2.48750000,-0.38461643,-0.36777687,0.01683956,-0.00950990,-1.34201503,-1.33250512,0.39977805,-0.00672207,-0.40650012,0.00708800,-0.00985722,-0.01694522,0.00002215,0.00233589,0.00231374,-0.23542409,-5.56276035,-5.32733626,-0.00007727,-0.54380882,-0.54373155
-4.60000000,-3.97138977,-2.88160324,1.08978653,-3.18431401,-18.80005264,-15.61573863,-56.11643219,-0.60795951,55.50847268,1.84434092,-90.18979645,-92.03413737,178.53710593,15.08249474,-163.45461119,-41.54521561,-890.25927734,-848.71406174,-14.56139393,-3.48893595,11.07245798
-4.39166700,-3.48488426,-2.41748810,1.06739616,-1.77100623,-14.90027237,-13.12926614,-27.61739349,-0.47862029,27.13877320,1.08041358,-45.53966904,-46.62008262,94.12613287,9.88629723,-84.23983564,-28.82585907,-565.69580078,-536.86994171,-7.36012706,-3.15639973,4.20372733
-4.18333300,-2.98833275,-2.00048447,0.98784828,-1.07561266,-12.01368332,-10.93807065,-12.73402977,-0.36981630,12.36421347,0.71951935,-24.16748238,-24.88700172,48.84258129,6.46137667,-42.38120462,-20.25195312,-374.40478516,-354.15283203,-3.60830966,-2.85290384,0.75540582
-3.97500000,-2.54211116,-1.64341354,0.89869761,-0.69855016,-9.82859230,-9.13004214,-5.22501397,-0.28252649,4.94248748,0.52017978,-13.39928818,-13.91946796,25.01251863,4.21544838,-20.79707025,-14.37779284,-256.53561401,-242.15782118,-1.73028558,-2.57669973,-0.84641416
-3.76666700,-2.15856075,-1.34519005,0.81337070,-0.47664031,-8.14220238,-7.66556206,-1.56982946,-0.21430194,1.35552752,0.39701689,-7.71148682,-8.10850371,12.66137767,2.74754429,-9.91383338,-10.30372965,-180.97624207,-170.67251241,-0.81749729,-2.32593083,-1.50843355
-3.35000000,-1.56208575,-0.89832687,0.66375887,-0.24509485,-5.76501322,-5.51991837,0.84175134,-0.12176812,-0.96351945,0.24757938,-2.79214859,-3.03972797,3.15453303,1.16639447,-1.98813856,-5.44883563,-96.61658478,-91.16774915,-0.17916289,-1.89314127,-1.71397838
-2.93333300,-1.14191508,-0.60082245,0.54109263,-0.13719256,-4.22235870,-4.08516614,1.12087067,-0.06854182,-1.18941250,0.15666656,-1.10580158,-1.26246815,0.76275485,0.49584776,-0.26690709,-3.01193824,-55.47599792,-52.46405968,-0.03993152,-1.53983963,-1.49990811
-2.51666700,-0.84477174,-0.40325165,0.44152009,-0.08115336,-3.17747569,-3.09632234,0.96104382,-0.03833827,-0.99938209,0.09946745,-0.46770751,-0.56717496,0.18037775,0.21142504,0.03104729,-1.74894038,-33.68409348,-31.93515310,-0.00941651,-1.25259256,-1.24317605
-2.10000000,-0.63258797,-0.27132225,0.36126572,-0.05000443,-2.44511461,-2.39511019,0.75767215,-0.02129859,-0.77897073,0.06392197,-0.20808822,-0.27201019,0.04180745,0.09049599,0.04868854,-1.06599690,-21.38629341,-20.32029651,-0.00249911,-1.01965594,-1.01715683
-1.47500000,-0.41901413,-0.14941216,0.26960197,-0.02568250,-1.70810616,-1.68242366,0.51832628,-0.00864515,-0.52697143,0.03411748,-0.06649662,-0.10061410,0.00453255,0.02554163,0.02100908,-0.55040565,-11.57004070,-11.01963505,-0.00049225,-0.75069207,-0.75019981
-0.85000000,-0.28441590,-0.08072281,0.20369309,-0.01398722,-1.23405194,-1.22006472,0.35892782,-0.00335733,-0.36228515,0.01906120,-0.02279688,-0.04185808,0.00047879,0.00727615,0.00679736,-0.30796126,-6.67716551,-6.36920425,-0.00014379,-0.55490661,-0.55476282
-0.22500000,-0.19735527,-0.04139519,0.15596008,-0.00799653,-0.91635674,-0.90836021,0.25339388,-0.00118845,-0.25458233,0.01111743,-0.00826728,-0.01938472,0.00004722,0.00209031,0.00204309,-0.18342610,-4.05854940,-3.87512330,-0.00012776,-0.41225681,-0.41212904
-1.30000000,-17.76869202,-21.30633736,-3.53764534,-20.20731926,-36.08790588,-15.88058662,-132.08662415,-4.33624935,127.75037479,29.03380394,-190.58415222,-219.61795616,441.96751358,30.70322800,-411.26428558,-84.34089661,-1765.15209961,-1680.81120300,-31.20145933,-4.17674923,27.02471010
-1.05000000,-14.55924225,-17.09044266,-2.53120041,-10.62803078,-26.51242447,-15.88439369,-54.07698822,-3.18740535,50.88958287,14.56455159,-105.94001007,-120.50456166,211.65372843,19.68661499,-191.96711344,-54.50391769,-1068.98486328,-1014.48094559,-15.01321381,-3.73415661,11.27905720
-0.80000000,-11.78056622,-13.73622322,-1.95565701,-5.94473362,-19.98593521,-14.04120159,-20.05594730,-2.33373618,17.72221112,7.47847283,-60.62223053,-68.10070336,102.34418531,12.77572250,-89.56846281,-36.32129669,-676.79882812,-640.47753143,-7.19106237,-3.33293533,3.85812704
