shift_angstrom,target_lr_es_kj_mol,predicted_lr_es_kj_mol,error_lr_es_kj_mol,target_lr_pol_kj_mol,predicted_lr_pol_kj_mol,error_lr_pol_kj_mol,target_sr_es_total_kj_mol,predicted_sr_es_total_kj_mol,error_sr_es_total_kj_mol,target_sr_pol_total_kj_mol,predicted_sr_pol_total_kj_mol,error_sr_pol_total_kj_mol,target_exchange_kj_mol,predicted_exchange_kj_mol,error_exchange_kj_mol,target_dispersion_total_kj_mol,predicted_dispersion_total_kj_mol,error_dispersion_total_kj_mol,target_ct_like_kj_mol,predicted_ct_like_kj_mol,error_ct_like_kj_mol
4.15000000,-0.48255453,-0.44826984,0.03428468,-0.00641087,-0.89564371,-0.88923284,0.47860669,-0.00735298,-0.48595967,0.00492802,-0.00398513,-0.00891315,0.00001577,0.00108630,0.00107053,-0.14288896,-3.04517055,-2.90228158,-0.00007633,-0.35805637,-0.35798004
-1.10000000,2.65504885,-1.73803329,-4.39308214,-3.67703104,-27.74440765,-24.06737661,-92.10087252,-0.09095621,92.00991631,-0.12000751,-132.07823181,-131.95822430,269.71461992,23.34873962,-246.36588030,-59.16737366,-1278.16284180,-1218.99546814,-18.00598616,-4.27460670,13.73137945
-0.86250000,-0.34387130,-2.51420212,-2.17033082,-1.98422980,-20.86145401,-18.87722421,-46.48877031,-0.32957625,46.15919405,0.14832640,-68.38475800,-68.53308439,142.05647468,14.99250317,-127.06397151,-40.15278625,-817.76708984,-777.61430359,-9.55064535,-3.83384013,5.71680522
-0.62500000,-1.69638741,-2.67092514,-0.97453773,-1.22009587,-16.07030487,-14.85020900,-21.92969215,-0.38817739,21.54151475,0.30675560,-36.24084473,-36.54760033,72.92069907,9.57474899,-63.34595008,-27.52930641,-534.21826172,-506.68895531,-4.87462378,-3.43234062,1.44228316
-0.38750000,-2.17241335,-2.53587723,-0.36346388,-0.80221575,-12.62846184,-11.82624608,-9.31069422,-0.36732101,8.94337320,0.33263266,-19.71361160,-20.04624426,36.55593556,6.09080029,-30.46513527,-19.02797222,-357.24316406,-338.21519184,-2.38508010,-3.06830645,-0.68322634
-0.15000000,-2.21427274,-2.28061676,-0.06634402,-0.54659832,-10.09233093,-9.54573262,-3.12576127,-0.31686759,2.80889368,0.30297612,-11.02787399,-11.33085011,17.93956330,3.86499763,-14.07456567,-13.25440955,-244.65559387,-231.40118432,-1.12588526,-2.73954296,-1.61365770
0.32500000,-1.83090031,-1.71129990,0.11960042,-0.27008939,-6.71919250,-6.44910312,0.95742530,-0.20775670,-1.16518199,0.21065968,-3.74043655,-3.95109623,4.09513169,1.55189455,-2.54323714,-6.61279449,-122.58988953,-115.97709504,-0.23377116,-2.17801261,-1.94424145
0.80000000,-1.35708857,-1.23390388,0.12318468,-0.14177625,-4.67686319,-4.53508694,1.45176445,-0.12617648,-1.57794093,0.13169104,-1.38787007,-1.51956111,0.88451879,0.62371498,-0.26080381,-3.45293606,-66.20291138,-62.74997532,-0.04717304,-1.72763121,-1.68045817
1.27500000,-0.97178060,-0.88138580,0.09039479,-0.07828278,-3.37145185,-3.29316907,1.23075351,-0.07419658,-1.30495009,0.07915431,-0.55060631,-0.62976062,0.18390296,0.25153863,0.06763567,-1.90108392,-37.97150803,-36.07042410,-0.00986579,-1.36904657,-1.35918078
1.75000000,-0.68996948,-0.63145638,0.05851310,-0.04519169,-2.50047636,-2.45528467,0.94310713,-0.04301961,-0.98612674,0.04743101,-0.22960752,-0.27703853,0.03715914,0.10181706,0.06465792,-1.10463825,-22.87789536,-21.77325710,-0.00225856,-1.08497024,-1.08271168
2.46250000,-0.41521391,-0.38915634,0.02605757,-0.02130412,-1.66729689,-1.64599277,0.61382024,-0.01881427,-0.63263451,0.02275117,-0.06637975,-0.08913092,0.00325072,0.02635417,0.02310345,-0.53627181,-11.53677464,-11.00050282,-0.00029463,-0.76694727,-0.76665264
3.17500000,-0.25429749,-0.24559784,0.00869966,-0.01080532,-1.15891528,-1.14810996,0.40469982,-0.00820979,-0.41290961,0.01150601,-0.02053550,-0.03204150,0.00026472,0.00684167,0.00657695,-0.28473650,-6.26360321,-5.97886671,-0.00004047,-0.54446936,-0.54442889
3.88750000,-0.15886272,-0.15870285,0.00015987,-0.00582399,-0.83291030,-0.82708631,0.27313470,-0.00358356,-0.27671826,0.00612819,-0.00671782,-0.01284602,0.00001878,0.00177625,0.00175747,-0.16204368,-3.61113000,-3.44908632,0.00000134,-0.38884085,-0.38884219
-3.80000000,-2.59970760,-5.57319641,-2.97348881,-8.90717793,-31.46703720,-22.55985928,-77.53942204,-1.46145225,76.07796979,13.28109550,-98.42161560,-111.70271111,229.56286552,17.49131775,-212.07154777,-52.65628815,-1074.11853027,-1021.46224213,-19.11371735,-4.04276609,15.07095125
-3.58333300,-2.51059866,-5.19911957,-2.68852091,-5.66693163,-25.13642120,-19.46948957,-43.48162699,-1.28480065,42.19682634,8.32497549,-55.07463837,-63.39961386,136.24467371,11.95221806,-124.29245565,-38.15768051,-728.38598633,-690.22830582,-11.20347923,-3.67035103,7.53312820
-3.36666700,-2.34129190,-4.71733475,-2.37604284,-3.70936251,-20.26552200,-16.55615950,-22.94283628,-1.09605503,21.84678125,5.22641623,-31.27733994,-36.50375617,78.42058988,8.07503510,-70.34555478,-27.69058132,-502.01998901,-474.32940769,-6.22220435,-3.32715702,2.89504733
-3.15000000,-2.15371966,-4.21510315,-2.06138349,-2.48987055,-16.49085236,-14.00098181,-11.15843034,-0.91879952,10.23963082,3.30269998,-18.11868286,-21.42138284,43.95517692,5.40598631,-38.54919061,-20.13711357,-352.37237549,-332.23526192,-3.31307405,-3.01220369,0.30087036
-2.93333300,-1.97022939,-3.73382568,-1.76359630,-1.70821297,-13.54038239,-11.83216941,-4.70570397,-0.76201242,3.94369155,2.11902097,-10.71730042,-12.83632138,24.08095396,3.59290552,-20.48804844,-14.68620276,-251.85516357,-237.16896081,-1.70766563,-2.72418571,-1.01652007
-2.50000000,-1.63602018,-2.89378357,-1.25776339,-0.84925866,-9.36069202,-8.51143336,0.31470847,-0.51477998,-0.82948846,0.93755714,-3.97429299,-4.91185013,6.82888137,1.56173205,-5.26714932,-7.90462415,-135.26127625,-127.35665210,-0.42614257,-2.22279692,-1.79665435
-2.06666700,-1.34759116,-2.23132324,-0.88373208,-0.44833446,-6.66905165,-6.22071719,1.32679305,-0.34351790,-1.67031095,0.46183527,-1.57467985,-2.03651513,1.82367200,0.66909677,-1.15457523,-4.36051457,-76.99896240,-72.63844784,-0.10318365,-1.80983377,-1.70665012
-1.63333300,-1.10253537,-1.72349548,-0.62096012,-0.24867699,-4.87816954,-4.62949255,1.30423993,-0.22803658,-1.53227651,0.24864887,-0.65862334,-0.90727221,0.46507433,0.28420672,-0.18086761,-2.49196029,-46.04437637,-43.55241609,-0.02589391,-1.47200346,-1.44610954
-1.20000000,-0.89820349,-1.33810806,-0.43990457,-0.14387485,-3.65125990,-3.50738505,1.08041935,-0.15112783,-1.23154718,0.14238190,-0.28817192,-0.43055382,0.11471043,0.12015714,0.00544671,-1.48475469,-28.71364403,-27.22888934,-0.00743400,-1.19694138,-1.18950738
-0.55000000,-0.65915573,-0.92777061,-0.26861489,-0.06773438,-2.45353460,-2.38580022,0.76458194,-0.08163072,-0.84621266,0.06674468,-0.08944885,-0.15619353,0.01343012,0.03292727,0.01949715,-0.73888707,-15.10604858,-14.36716152,-0.00168631,-0.87850988,-0.87682357
0.10000000,-0.48570073,-0.65512657,-0.16942585,-0.03415721,-1.71167862,-1.67752142,0.54078780,-0.04428921,-0.58507701,0.03353090,-0.02975426,-0.06328516,0.00150509,0.00903152,0.00752643,-0.39972804,-8.48705196,-8.08732392,-0.00058176,-0.64655387,-0.64597212
0.75000000,-0.36099347,-0.47139168,-0.11039820,-0.01825159,-1.23202813,-1.21377654,0.38859376,-0.02417633,-0.41277009,0.01780322,-0.01047404,-0.02827726,0.00015839,0.00248649,0.00232810,-0.23131347,-5.03221607,-4.80090260,-0.00023993,-0.47778606,-0.47754614
-1.80000000,-0.79157430,-3.05759811,-2.26602381,-4.55235910,-33.25460434,-28.70224524,-133.80751628,-0.57930994,133.22820634,4.77136917,-154.92732239,-159.69869156,386.26518614,28.47679520,-357.78839094,-75.05550385,-1634.46899414,-1559.41349030,-18.95416768,-4.97950649,13.97466119
-1.53750000,-2.49477339,-3.42296410,-0.92819071,-2.65845060,-25.05610847,-22.39765787,-65.22180223,-0.65412211,64.56768012,3.22172236,-80.40485382,-83.62657619,200.00462829,18.33552361,-181.66910468,-50.01848984,-1031.44177246,-981.42328262,-10.15748832,-4.45118618,5.70630214
-1.27500000,-2.95514488,-3.19486618,-0.23972130,-1.64593196,-19.24493408,-17.59900212,-29.49342918,-0.57858086,28.91484833,1.95784339,-43.26202011,-45.21986350,99.64026547,11.77303505,-87.86723042,-33.77421761,-666.49847412,-632.72425652,-5.08397217,-3.96730280,1.11666938
-1.01250000,-2.82649636,-2.74562454,0.08087182,-1.05240858,-15.02918625,-13.97677767,-12.14969993,-0.45886481,11.69083512,1.12934486,-24.25364304,-25.38298789,48.25845856,7.55729198,-40.70116658,-23.07212925,-442.02658081,-418.95445156,-2.41094023,-3.52704263,-1.11610240
-0.75000000,-2.47033691,-2.25663948,0.21369743,-0.68822706,-11.90934372,-11.22111666,-4.22987175,-0.34154284,3.88832891,0.65852796,-14.07613468,-14.73466265,22.95727504,4.85450888,-18.10276616,-15.91742992,-300.32485962,-284.40742970,-1.11441101,-3.12881136,-2.01440035
-0.22500000,-1.68381751,-1.42554283,0.25827467,-0.31062421,-7.76273727,-7.45211306,0.48142862,-0.16803324,-0.64946187,0.26251973,-5.04356289,-5.30608262,5.08733770,2.00337458,-3.08396312,-7.78422588,-147.20402527,-139.41979939,-0.24101841,-2.44943714,-2.20841874
0.30000000,-1.08580124,-0.86617661,0.21962464,-0.14938757,-5.27535391,-5.12596634,0.95984347,-0.07341272,-1.03325619,0.12595877,-1.87792885,-2.00388762,1.12137111,0.82082343,-0.30054768,-3.95277798,-76.93765259,-72.98487461,-0.05430513,-1.90823555,-1.85393042
0.82500000,-0.69093317,-0.51919174,0.17174143,-0.07614999,-3.71064711,-3.63449711,0.74962763,-0.02791357,-0.77754120,0.06550375,-0.71664655,-0.78215030,0.24468271,0.33160967,0.08692696,-2.09871665,-42.43566132,-40.33694466,-0.01213947,-1.48244786,-1.47030839
1.35000000,-0.43945023,-0.30910301,0.13034722,-0.04091458,-2.68689060,-2.64597602,0.51185580,-0.00786184,-0.51971764,0.03510973,-0.28099895,-0.31610868,0.05200600,0.13180345,0.07979745,-1.17015512,-24.54984283,-23.37968772,-0.00263238,-1.15038526,-1.14775288
2.13750000,-0.22379215,-0.13912964,0.08466251,-0.01754278,-1.73238266,-1.71483988,0.27690986,0.00183375,-0.27507611,0.01441636,-0.07298384,-0.08740020,0.00473202,0.03210964,0.02737762,-0.53324472,-11.68541813,-11.15217341,-0.00027127,-0.78704071,-0.78676944
2.92500000,-0.11370947,-0.05855560,0.05515387,-0.00818797,-1.16823113,-1.16004316,0.15138816,0.00311241,-0.14827575,0.00628959,-0.02026365,-0.02655324,0.00038651,0.00761258,0.00722607,-0.26745768,-6.02896976,-5.76151208,-0.00003339,-0.54063374,-0.54060034
3.71250000,-0.05647261,-0.01997185,0.03650076,-0.00409713,-0.81723762,-0.81314048,0.08482376,0.00242260,-0.08240116,0.00290937,-0.00597850,-0.00888787,0.00002764,0.00176880,0.00174116,-0.14504479,-3.32643008,-3.18138529,-0.00001504,-0.37383050,-0.37381546
-4.60000000,-8.90667152,-4.15902328,4.74764824,-12.79791641,-80.79002380,-67.99210739,-571.88159752,-0.44606018,571.43553734,16.10210752,-346.00817871,-362.11028624,1544.32787474,63.05957794,-1481.26829680,-206.53317261,-4879.74609375,-4673.21292114,-27.84775965,-7.26312637,20.58463328
-4.29166700,-4.48186398,-3.28739929,1.19446468,-8.87851524,-58.94593048,-50.06741524,-307.32026005,-0.28552961,307.03473043,15.10409975,-221.17039490,-236.27449465,851.13545713,41.65849686,-809.47696027,-136.12878418,-3143.59741211,-3007.46862793,-25.75903026,-6.51824665,19.24078361
-3.98333300,-4.67828751,-3.51343918,1.16484833,-6.91166258,-43.58080292,-36.66914034,-161.88891220,-0.42679083,161.46212137,11.39299154,-149.41645813,-160.80944967,471.70295186,27.47798347,-444.22496839,-91.52405548,-2084.31665039,-1992.79259491,-20.92542805,-5.80753279,15.11789527
-3.67500000,-5.86195612,-3.79657364,2.06538248,-5.37422228,-32.54368973,-27.16946745,-82.81336737,-0.55852884,82.25483853,7.82228827,-97.84077454,-105.66306281,260.92475897,17.96060944,-242.96414953,-61.85082245,-1386.88598633,-1325.03516388,-15.28463215,-5.14164352,10.14298862
-3.36666700,-6.41908741,-3.78402710,2.63506031,-3.82980800,-24.51146698,-20.68165898,-39.71096325,-0.58888787,39.12207538,4.88042557,-58.79999924,-63.68042481,140.45105759,11.52971935,-128.92133824,-41.56879425,-907.54339600,-865.97460175,-9.76131035,-4.52740669,5.23390366
-2.75000000,-5.27566481,-3.05380821,2.22185659,-1.52883267,-14.31530857,-12.78647590,-5.26081991,-0.44215786,4.81866205,1.55158559,-17.32239723,-18.87398282,34.57421315,4.43870687,-30.13550628,-18.37389803,-376.27526855,-357.90137053,-2.62147167,-3.46484423,-0.84337256
-2.13333300,-3.41621923,-2.12696075,1.28925848,-0.55091214,-8.75448036,-8.20356822,1.74653423,-0.25481606,-2.00135028,0.51079805,-4.84406948,-5.35486753,6.75717781,1.59488523,-5.16229258,-8.10743856,-162.48956299,-154.38212442,-0.46836633,-2.61832571,-2.14995938
-1.51666700,-2.07454443,-1.40745926,0.66708517,-0.20741957,-5.60904312,-5.40162355,2.07084824,-0.13017565,-2.20102389,0.20419066,-1.46709538,-1.67128603,1.11587026,0.55589938,-0.55997088,-3.70499367,-76.23178101,-72.52678734,-0.06914026,-1.96280050,-1.89366024
-0.90000000,-1.26102316,-0.92499542,0.33602774,-0.08464660,-3.74620748,-3.66156088,1.45697549,-0.06266253,-1.51963802,0.09191800,-0.48102164,-0.57293964,0.16724087,0.19171630,0.02447543,-1.80027704,-38.65016556,-36.84988852,-0.01026305,-1.46485019,-1.45458713
0.02500000,-0.62803888,-0.50504112,0.12299776,-0.02566685,-2.18281937,-2.15715251,0.77214906,-0.01978476,-0.79193381,0.03136636,-0.09926248,-0.13062883,0.00883878,0.03821928,0.02938050,-0.69499843,-15.70820045,-15.01320202,-0.00082711,-0.94204628,-0.94121917
0.95000000,-0.33622971,-0.28749657,0.04873314,-0.00912712,-1.35572565,-1.34659853,0.42392622,-0.00596052,-0.42988674,0.01205917,-0.02225537,-0.03431454,0.00043121,0.00741686,0.00698565,-0.30751449,-7.15950537,-6.85199088,-0.00011563,-0.60752380,-0.60740817
1.87500000,-0.19161348,-0.17006111,0.02155237,-0.00370967,-0.88618374,-0.88247407,0.24591466,-0.00167923,-0.24759389,0.00508159,-0.00537249,-0.01045408,0.00001760,0.00139726,0.00137966,-0.15109663,-3.57657576,-3.42547913,-0.00002554,-0.39473170,-0.39470616
-1.40000000,-11.45136070,-6.09406281,5.35729790,-5.94622707,-24.63959885,-18.69337177,-39.08797264,-1.54786563,37.54010701,6.58108383,-80.21650696,-86.79759079,156.18904709,11.59792709,-144.59112000,-40.71543121,-921.57495117,-880.85951996,-14.31844738,-4.14709091,10.17135647
-1.16666700,-8.49048233,-4.97310638,3.51737595,-3.33019161,-19.84050751,-16.51031590,-18.47398376,-1.18746638,17.28651738,3.52696273,-40.21093369,-43.73789641,84.32800247,7.57819939,-76.74980308,-28.54789734,-596.54638672,-567.99848938,-7.22800082,-3.74423218,3.48376864
-0.93333300,-6.36618471,-4.05286026,2.31332445,-1.97030830,-16.12882614,-14.15851784,-7.44900942,-0.90601087,6.54299855,1.99909589,-20.92756653,-22.92666241,43.90230239,4.90291405,-38.99938834,-20.11507893,-398.95697021,-378.84189129,-3.48227275,-3.37467551,0.10759723
-0.70000000,-4.84825230,-3.30706596,1.54118633,-1.22353506,-13.23111534,-12.00758028,-2.02956295,-0.68966788,1.33989507,1.19540862,-11.35867119,-12.55407981,22.20525503,3.15317202,-19.05208301,-14.26283073,-275.15069580,-260.88786507,-1.61968849,-3.03711867,-1.41743018
-0.46666700,-3.75350070,-2.70572472,1.04777598,-0.79083723,-10.94641399,-10.15557677,0.39152479,-0.52470982,-0.91623461,0.75479130,-6.41893673,-7.17372803,10.96921586,2.02157688,-8.94763898,-10.18767929,-194.94526672,-184.75758743,-0.73441305,-2.72992897,-1.99551592
0.00000000,-2.35419178,-1.83023262,0.52395916,-0.36184400,-7.66686153,-7.30501753,1.54988563,-0.30440146,-1.85428709,0.34534800,-2.26880980,-2.61415780,2.53860699,0.82928997,-1.70931702,-5.33945482,-104.45409393,-99.11463911,-0.14546627,-2.19919086,-2.05372458
0.46666700,-1.55179763,-1.25711823,0.29467940,-0.18070102,-5.51758003,-5.33687901,1.32018663,-0.17767163,-1.49785826,0.17731486,-0.88576555,-1.06308041,0.56014965,0.34142345,-0.21872620,-2.92469119,-59.83657455,-56.91188337,-0.02941629,-1.76682472,-1.73740844
0.93333300,-1.06197548,-0.87663078,0.18534470,-0.09612832,-4.06563044,-3.96950211,0.95581627,-0.10450485,-1.06032112,0.09700870,-0.36961606,-0.46662476,0.11986050,0.14140964,0.02154914,-1.68337906,-36.06089020,-34.37751114,-0.00652518,-1.41729355,-1.41076837
1.40000000,-0.74747890,-0.61997604,0.12750286,-0.05373782,-3.05844951,-3.00471169,0.67307337,-0.06196928,-0.73504265,0.05528451,-0.16164175,-0.21692626,0.02510172,0.05888242,0.03378070,-1.01710814,-22.63526344,-21.61815530,-0.00170836,-1.13629055,-1.13458219
2.10000000,-0.45871201,-0.37741280,0.08129922,-0.02421919,-2.06388950,-2.03967032,0.40253122,-0.02871441,-0.43124562,0.02528477,-0.04989597,-0.07518074,0.00233971,0.01592273,0.01358302,-0.51722608,-11.98037148,-11.46314539,-0.00034202,-0.81630397,-0.81596194
2.80000000,-0.29107383,-0.23517990,0.05589393,-0.01176243,-1.44182515,-1.43006272,0.24695583,-0.01351957,-0.26047541,0.01231522,-0.01637737,-0.02869260,0.00020587,0.00431840,0.00411253,-0.28418150,-6.74393511,-6.45975361,-0.00009471,-0.58807534,-0.58798063
3.50000000,-0.18922710,-0.14928627,0.03994083,-0.00607926,-1.03726482,-1.03118556,0.15444317,-0.00645479,-0.16089797,0.00638311,-0.00565104,-0.01203415,0.00001624,0.00117026,0.00115402,-0.16587985,-3.99440265,-3.82852280,-0.00003782,-0.42557520,-0.42553738
-0.90000000,-7.30086899,-3.59543419,3.70543480,-8.47210693,-33.44022369,-24.96811676,-53.11363983,-1.10281885,52.01082098,11.24255848,-90.34300995,-101.58556843,183.73278122,15.71750546,-168.01527576,-49.15744019,-1063.24938965,-1014.09194946,-17.73412351,-4.51787519,13.21624831
-0.65833300,-5.58402061,-3.18012810,2.40389252,-4.35567856,-26.12145615,-21.76577759,-24.37333298,-0.86333656,23.50999641,5.47392642,-42.18231583,-47.65624225,92.81057340,9.96309757,-82.84747583,-33.58654785,-666.24450684,-632.65795898,-8.15940902,-4.06461143,4.09479758
-0.41666700,-4.41970015,-2.86103630,1.55866385,-2.44465661,-20.69237137,-18.24771476,-9.97871542,-0.68727797,9.29143745,2.86048999,-21.27686310,-24.13735309,45.88362509,6.29908991,-39.58453518,-23.25640965,-439.60104370,-416.34463406,-3.65157155,-3.65178108,-0.00020953
-0.17500000,-3.59908438,-2.58856392,1.01052046,-1.46171904,-16.59353828,-15.13181925,-3.13596344,-0.55213797,2.58382547,1.58294426,-11.47188568,-13.05482994,22.34094073,3.98490119,-18.35603954,-16.29592896,-301.88235474,-285.58642578,-1.60556910,-3.27685690,-1.67128780
0.06666700,-2.99520278,-2.33983421,0.65536857,-0.91692597,-13.45181084,-12.53488487,-0.04905701,-0.44502491,-0.39596790,0.92833179,-6.53321743,-7.46154922,10.75667426,2.52789187,-8.22878239,-11.54928601,-213.79704285,-202.24775684,-0.70063098,-2.93724513,-2.23661415
0.55000000,-2.16462374,-1.88811684,0.27650690,-0.40103427,-9.09505081,-8.69401655,1.68192211,-0.28809279,-1.97001490,0.37544384,-2.38922691,-2.76467076,2.44545334,1.03054523,-1.41490811,-6.00576891,-114.72827911,-108.72251020,-0.13699499,-2.35362363,-2.21662864
1.03333300,-1.61561918,-1.49671841,0.11890078,-0.19434559,-6.35399055,-6.15964496,1.66921822,-0.18402246,-1.85324067,0.17896872,-0.96888959,-1.14785832,0.55079461,0.42811242,-0.12268219,-3.27912850,-65.67250061,-62.39337211,-0.03009427,-1.88086569,-1.85077142
1.51666700,-1.22648573,-1.17204380,0.05444193,-0.10154917,-4.56513119,-4.46358202,1.37017564,-0.11585645,-1.48603210,0.09467200,-0.41720784,-0.51187983,0.12420394,0.18058506,0.05638112,-1.88110220,-39.40790939,-37.52680720,-0.00792342,-1.50048900,-1.49256558
2.00000000,-0.94114429,-0.91243649,0.02870780,-0.05628171,-3.36058807,-3.30430637,1.08092959,-0.07208229,-1.15301188,0.05345534,-0.18655455,-0.24000989,0.02810139,0.07688488,0.04878349,-1.12989037,-24.55576706,-23.42587668,-0.00257428,-1.19606519,-1.19349091
2.72500000,-0.64272285,-0.62628365,0.01643920,-0.02534129,-2.20711851,-2.18177722,0.75164463,-0.03483487,-0.78647950,0.02463610,-0.05858906,-0.08322515,0.00299349,0.02147816,0.01848467,-0.56680369,-12.80752563,-12.24072195,-0.00066953,-0.85140252,-0.85073299
3.45000000,-0.44681576,-0.43323994,0.01357582,-0.01240107,-1.50827980,-1.49587873,0.52902375,-0.01664964,-0.54567339,0.01225451,-0.01927332,-0.03152783,0.00030820,0.00597589,0.00566769,-0.30622553,-7.08953428,-6.78330876,-0.00022842,-0.60746372,-0.60723530
4.17500000,-0.31619436,-0.30358410,0.01261026,-0.00648597,-1.06557024,-1.05908426,0.37862751,-0.00791369,-0.38654120,0.00648120,-0.00659567,-0.01307686,0.00003025,0.00164595,0.00161570,-0.17561812,-4.12776327,-3.95214515,-0.00008893,-0.43524939,-0.43516046
-0.70000000,4.31574535,1.67171860,-2.64402676,-1.17994642,-15.19342995,-14.01348352,-18.20804024,0.57576895,18.78380919,-0.79695725,-58.48712158,-57.69016433,53.98866790,10.75064659,-43.23802131,-26.43933868,-490.24612427,-463.80678558,-4.25802829,-3.24203253,1.01599576
-0.48750000,3.11131310,1.13198662,-1.97932649,-0.79457593,-12.36404514,-11.56946921,-10.24490476,0.41311765,10.65802240,-0.25121403,-30.42294312,-30.17172909,28.52008279,7.18213654,-21.33794625,-18.76286554,-333.90621948,-315.14335394,-2.12308353,-2.92280746,-0.79972392
-0.27500000,2.26965976,0.76019287,-1.50946689,-0.55609536,-10.17874813,-9.62265277,-5.81127810,0.30079615,6.11207426,0.01247370,-16.51228333,-16.52475703,14.84779480,4.77913189,-10.06866291,-13.40075111,-233.79052734,-220.38977623,-1.02992988,-2.63331556,-1.60338568
-0.06250000,1.67716789,0.50214386,-1.17502403,-0.40093502,-8.46621227,-8.06527725,-3.34873629,0.22212255,3.57085884,0.12323737,-9.31028557,-9.43352294,7.63053082,3.17046022,-4.46007060,-9.64169621,-167.61895752,-157.97726130,-0.48886340,-2.37137604,-1.88251264
0.15000000,1.25514281,0.32178116,-0.93336165,-0.29569742,-7.10680103,-6.81110361,-1.97548199,0.16617787,2.14165986,0.15650155,-5.42417669,-5.58067824,3.87965868,2.09837103,-1.78128765,-6.99915776,-122.64953613,-115.65037838,-0.22806857,-2.13479781,-1.90672924
0.57500000,0.72712702,0.10519218,-0.62193483,-0.16899078,-5.12978268,-4.96079190,-0.75379431,0.09622675,0.85002106,0.13678413,-1.99173760,-2.12852174,0.97791986,0.91468871,-0.06323115,-3.80731861,-69.10267639,-65.29535778,-0.04760914,-1.72927487,-1.68166573
1.00000000,0.43643415,-0.00304031,-0.43947446,-0.10134356,-3.80586147,-3.70451792,-0.32258243,0.05782101,0.38040344,0.09594465,-0.79238236,-0.88832701,0.23983513,0.39706802,0.15723289,-2.17043680,-41.17037582,-38.99993902,-0.00935941,-1.40085387,-1.39149446
1.42500000,0.26808158,-0.05628014,-0.32436171,-0.06305784,-2.88962698,-2.82656914,-0.14680937,0.03575011,0.18255948,0.06380294,-0.33479601,-0.39859895,0.05771717,0.17198004,0.11426287,-1.29913551,-25.67221069,-24.37307519,-0.00165955,-1.13560963,-1.13395007
1.85000000,0.16648637,-0.08073616,-0.24722253,-0.04046054,-2.23765087,-2.19719033,-0.06327931,0.02259979,0.08587910,0.04220810,-0.14835632,-0.19056442,0.01363714,0.07440942,0.06077228,-0.81363507,-16.63082504,-15.81718998,-0.00022102,-0.92172301,-0.92150199
2.48750000,0.08080766,-0.09112549,-0.17193315,-0.02184303,-1.57315421,-1.55131118,-0.00617190,0.01172492,0.01789682,0.02324321,-0.04700872,-0.07025193,0.00153662,0.02116692,0.01963030,-0.43397785,-9.20286369,-8.76888584,0.00001975,-0.67617273,-0.67619249
3.12500000,0.03665445,-0.08773232,-0.12438677,-0.01240311,-1.14119625,-1.12879314,0.01672938,0.00625988,-0.01046950,0.01330359,-0.01596606,-0.02926964,0.00016713,0.00602481,0.00585768,-0.24862634,-5.40116072,-5.15253437,0.00000342,-0.49845248,-0.49845590
3.76250000,0.01324763,-0.07946873,-0.09271636,-0.00735310,-0.84969211,-0.84233901,0.02516146,0.00341459,-0.02174686,0.00790821,-0.00573653,-0.01364474,0.00001578,0.00171681,0.00170103,-0.15069390,-3.32625008,-3.17555617,-0.00000286,-0.36955500,-0.36955214
-1.70000000,-18.56251335,-15.42314529,3.13936806,-17.55920601,-43.55462646,-25.99542046,-96.44806099,-3.64898157,92.79907942,21.82440376,-167.75204468,-189.57644844,341.93046381,23.68298721,-318.24747660,-75.23510742,-1709.63854980,-1634.40344238,-32.98627811,-4.87680674,28.10947138
-1.44583300,-14.66372776,-12.66760635,1.99612141,-9.17519569,-32.84253311,-23.66733742,-40.70584774,-2.76961899,37.93622875,10.61792767,-75.22137451,-85.83930218,166.88178394,14.52385426,-152.35792968,-49.36874390,-1002.40332031,-953.03457642,-15.27789997,-4.35628319,10.92161678
-1.19166700,-11.65965843,-10.40395737,1.25570107,-5.13914967,-25.20872498,-20.06957531,-14.11315536,-2.09243441,12.02072096,5.49361703,-35.73127365,-41.22489068,79.04341800,8.84300804,-70.20040996,-32.82684898,-617.72637939,-584.89953041,-6.78642782,-3.88619661,2.90023120
-0.93750000,-9.33961296,-8.56789017,0.77172279,-3.02692318,-19.66788864,-16.64096546,-2.37755585,-1.57855809,0.79899776,2.99114779,-18.00089836,-20.99204615,36.64127221,5.37442112,-31.26685109,-22.09801006,-398.19104004,-376.09302998,-2.93182958,-3.46299887,-0.53116928
-0.68333300,-7.53665924,-7.08374405,0.45291519,-1.85338688,-15.57121754,-13.71783066,2.30236149,-1.19103312,-3.49339461,1.71595585,-9.57754803,-11.29350388,16.72721832,3.27339125,-13.45382707,-15.06534028,-266.73901367,-251.67367339,-1.24743573,-3.08300781,-1.83557209
-0.17500000,-5.01510191,-4.90953445,0.10556746,-0.76017404,-10.13547325,-9.37529922,4.00729942,-0.68024486,-4.68754429,0.65320753,-3.09850621,-3.75171375,3.40203150,1.23381710,-2.16821440,-7.29900510,-131.04650879,-123.74750368,-0.22742215,-2.43818712,-2.21076497
0.33333300,-3.43185163,-3.46921349,-0.03736186,-0.34272265,-6.88008070,-6.53735805,3.23750417,-0.39106128,-3.62856545,0.28882970,-1.13385057,-1.42268027,0.68924972,0.47735640,-0.21189332,-3.75684932,-70.38575745,-66.62890813,-0.04538214,-1.92430556,-1.87892342
