batch_index,shift_angstrom,lr_es_kj_mol,lr_pol_kj_mol,lr_disp_kj_mol,sr_es_total_kj_mol,sr_pol_total_kj_mol,exchange_kj_mol,sr_disp_kj_mol,ct_like_kj_mol,dispersion_total_kj_mol,target_total_espol_kj_mol,total_nonbonded_kj_mol,weights
2,0.9333330000,-2.7679286003,-0.2941949069,-4.6863241196,2.4875491560,0.2255594730,1.6737178200,0.0197494905,-0.0931405314,-4.6665746290,-0.3490148783,-6.4971356565,1.0000000000
2,1.4666670000,-1.8522635698,-0.1424847990,-2.4028017521,1.8000247888,0.1231456380,0.3990389500,-0.0675007775,-0.0211212548,-2.4703025296,-0.0715779420,-4.1587113184,1.0000000000
2,2.0000000000,-1.2652403116,-0.0742241815,-1.3086532354,1.2479156032,0.0705903256,0.0875266700,-0.0524214171,-0.0048581464,-1.3610746525,-0.0209585642,-2.6388291909,1.0000000000
2,2.8000000000,-0.7435156703,-0.0310412440,-0.5796552896,0.7266485803,0.0323620790,0.0078284300,-0.0264214836,-0.0006825775,-0.6060767733,-0.0155462550,-1.3890340863,1.0000000000
2,3.6000000000,-0.4579676688,-0.0143120140,-0.2829338312,0.4414436258,0.0157727284,0.0006017900,-0.0146016181,-0.0002162940,-0.2975354493,-0.0150633286,-0.7844929675,1.0000000000
2,4.4000000000,-0.2945384681,-0.0071162400,-0.1494561583,0.2806396019,0.0081470599,0.0000387400,-0.0090975380,-0.0000614723,-0.1585536962,-0.0128680463,-0.4730991895,1.0000000000
3,-5.1000000000,-2.3197684288,-2.2505655289,-90.6892852783,-43.0277276039,0.2638360262,143.2049427600,32.6372833252,-8.0687510560,-58.0520019531,-47.3342255354,25.1796356064,1.0000000000
3,-4.8625000000,-2.1858277321,-1.4675043821,-54.0706825256,-20.9896616936,0.2765340805,72.7726499700,13.8230009079,-4.0831136166,-40.2476816177,-24.3664597273,0.4220662958,1.0000000000
3,-4.6250000000,-2.0223655701,-0.9793643355,-34.1601867676,-9.9206056595,0.2342090607,36.7573507400,6.0185475349,-2.0307271065,-28.1416392326,-12.6881265044,-9.1048729937,1.0000000000
3,-4.3875000000,-1.8352339268,-0.6639190316,-22.4978351593,-4.3996365070,0.1865032613,18.4364406700,2.6633076668,-0.9948978858,-19.8345274925,-6.7122862041,-11.6044255271,1.0000000000
3,-4.1500000000,-1.6408765316,-0.4557923973,-15.3038759232,-1.6799645424,0.1450580955,9.1725150800,1.2064476013,-0.4815792657,-14.0974283218,-3.6315753758,-11.1347364683,1.0000000000
3,-3.6750000000,-1.2778794765,-0.2224619091,-7.6388130188,0.2273526192,0.0849083066,2.2117195400,0.3055833280,-0.1105307670,-7.3332296908,-1.1880804598,-7.9204621334,1.0000000000
