batch_index,shift_angstrom,lr_es_kj_mol,lr_pol_kj_mol,lr_disp_kj_mol,sr_es_total_kj_mol,sr_pol_total_kj_mol,exchange_kj_mol,sr_disp_kj_mol,ct_like_kj_mol,dispersion_total_kj_mol,target_total_espol_kj_mol,total_nonbonded_kj_mol,weights
10,1.8750000000,-0.1916134804,-0.0037096650,-0.1458641589,0.2459146604,0.0050815903,0.0000176000,-0.0052324669,-0.0000255392,-0.1510966257,0.0556731052,-0.2907546175,1.0000000000
11,-1.4000000000,-11.4513607025,-5.9462270737,-92.9188842773,-39.0879726410,6.5810838342,156.1890470900,52.2034530640,-14.3184473839,-40.7154312134,-49.9044765830,33.8530938441,1.0000000000
11,-1.1666670000,-8.4904823303,-3.3301916122,-48.5438194275,-18.4739837646,3.5269627273,84.3280024700,19.9959220886,-7.2280008174,-28.5478973389,-26.7676949799,9.9637327499,1.0000000000
11,-0.9333330000,-6.3661847115,-1.9703083038,-27.6884593964,-7.4490094185,1.9990958851,43.9023023900,7.5733804703,-3.4822727462,-20.1150789261,-13.7864065487,-1.8179501278,1.0000000000
11,-0.7000000000,-4.8482522964,-1.2235350609,-17.0266036987,-2.0295629501,1.1954086199,22.2052550300,2.7637729645,-1.6196884883,-14.2628307343,-6.9059416875,-6.6549931088,1.0000000000
11,-0.4666670000,-3.7535007000,-0.7908372283,-11.1089401245,0.3915247917,0.7547913007,10.9692158600,0.9212608337,-0.7344130516,-10.1876792908,-3.3980218358,-7.8952362769,1.0000000000
11,0.0000000000,-2.3541917801,-0.3618440032,-5.3579316139,1.5498856306,0.3453480024,2.5386069900,0.0184767917,-0.1454662738,-5.3394548222,-0.8208021503,-6.4831516134,1.0000000000
11,0.4666670000,-1.5517976284,-0.1807010174,-2.8841772079,1.3201866299,0.1773148575,0.5601496500,-0.0405139811,-0.0294162858,-2.9246911891,-0.2349971584,-4.3614537936,1.0000000000
11,0.9333330000,-1.0619754791,-0.0961283222,-1.6686381102,0.9558162689,0.0970087007,0.1198605000,-0.0147409495,-0.0065251814,-1.6833790597,-0.1052788317,-2.8334262887,1.0000000000
11,1.4000000000,-0.7474789023,-0.0537378155,-1.0175329447,0.6730733663,0.0552845127,0.0251017200,0.0004248041,-0.0017083603,-1.0171081406,-0.0728588388,-1.8677901518,1.0000000000
11,2.1000000000,-0.4587120116,-0.0242191851,-0.5223922133,0.4025312178,0.0252847711,0.0023397100,0.0051661306,-0.0003420239,-0.5172260827,-0.0551152078,-1.0532748543,1.0000000000
11,2.8000000000,-0.2910738289,-0.0117624318,-0.2878864706,0.2469558306,0.0123152229,0.0002058700,0.0037049726,-0.0000947083,-0.2841814980,-0.0435652072,-0.6304718170,1.0000000000
11,3.5000000000,-0.1892271042,-0.0060792617,-0.1678749323,0.1544431746,0.0063831129,0.0000162400,0.0019950855,-0.0000378178,-0.1658798468,-0.0344800783,-0.3956878710,1.0000000000
12,-0.9000000000,-7.3008689880,-8.4721069336,-115.3175888062,-53.1136398315,11.2425584793,183.7327812200,66.1601486206,-17.7341235087,-49.1574401855,-57.6440572739,43.4241830428,1.0000000000
12,-0.6583330000,-5.5840206146,-4.3556785583,-57.5235443115,-24.3733329773,5.4739264250,92.8105734000,23.9369964600,-8.1594090197,-33.5865478516,-28.8391057253,12.2858103049,1.0000000000
12,-0.4166670000,-4.4197001457,-2.4446566105,-32.3668594360,-9.9787154198,2.8604899943,45.8836250900,9.1104497910,-3.6515715500,-23.2564096451,-13.9825821817,-1.8712920437,1.0000000000
12,-0.1750000000,-3.5990843773,-1.4617190361,-19.8614253998,-3.1359634399,1.5829442590,22.3409407300,3.5654964447,-1.6055691007,-16.2959289551,-6.6138225943,-7.2351835290,1.0000000000
12,0.0666670000,-2.9952027798,-0.9169259667,-12.9631080627,-0.0490570068,0.9283317858,10.7566742600,1.4138220549,-0.7006309794,-11.5492860079,-3.0328539675,-8.4382247011,1.0000000000
12,0.5500000000,-2.1646237373,-0.4010342658,-6.2407875061,1.6819221079,0.3754438423,2.4454533400,0.2350185961,-0.1369949931,-6.0057689101,-0.5082920529,-6.7712602520,1.0000000000
12,1.0333330000,-1.6156191826,-0.1943455935,-3.3359332085,1.6692182161,0.1789687248,0.5507946100,0.0568047091,-0.0300942687,-3.2791284993,0.0382221648,-4.5301709179,1.0000000000
12,1.5166670000,-1.2264857292,-0.1015491709,-1.9091616869,1.3701756448,0.0946719954,0.1242039400,0.0280594900,-0.0079234177,-1.8811021969,0.1368127400,-2.9560439125,1.0000000000
12,2.0000000000,-0.9411442876,-0.0562817082,-1.1488362551,1.0809295923,0.0534553360,0.0281013900,0.0189458802,-0.0025742765,-1.1298903748,0.1369589325,-1.9648301808,1.0000000000
12,2.7250000000,-0.6427228451,-0.0253412928,-0.5768731236,0.7516446263,0.0246360961,0.0029934900,0.0100694364,-0.0006695288,-0.5668036873,0.1082165844,-1.1243273168,1.0000000000
12,3.4500000000,-0.4468157589,-0.0124010723,-0.3107869327,0.5290237516,0.0122545147,0.0003082000,0.0045614056,-0.0002284171,-0.3062255271,0.0820614351,-0.6833011566,1.0000000000
12,4.1750000000,-0.3161943555,-0.0064859735,-0.1773359329,0.3786275126,0.0064811969,0.0000302500,0.0017178148,-0.0000889301,-0.1756181180,0.0624283805,-0.4359287520,1.0000000000
13,-0.7000000000,4.3157453537,-1.1799464226,-43.7617759705,-18.2080402374,-0.7969572544,53.9886679000,17.3224372864,-4.2580282861,-26.4393386841,-15.8691985607,10.5578985753,1.0000000000
13,-0.4875000000,3.1113131046,-0.7945759296,-25.7909030914,-10.2449047565,-0.2512140274,28.5200827900,7.0280375481,-2.1230835323,-18.7628655434,-8.1793816090,1.7714898836,1.0000000000
13,-0.2750000000,2.2696597576,-0.5560953617,-16.2159500122,-5.8112781048,0.0124737024,14.8477948000,2.8151988983,-1.0299298798,-13.4007511139,-4.0852400064,-1.9545598287,1.0000000000
13,-0.0625000000,1.6771678925,-0.4009350240,-10.7131233215,-3.3487362862,0.1232373714,7.6305308200,1.0714271069,-0.4888634004,-9.6416962147,-1.9492660463,-3.1730615463,1.0000000000
13,0.1500000000,1.2551428080,-0.2956974208,-7.3541355133,-1.9754819870,0.1565015465,3.8796586800,0.3549777567,-0.2280685734,-6.9991577566,-0.8595350534,-3.2476579087,1.0000000000
13,0.5750000000,0.7271270156,-0.1689907759,-3.7760789394,-0.7537943106,0.1367841326,0.9779198600,-0.0312396735,-0.0476091367,-3.8073186129,-0.0588739384,-2.3777457690,1.0000000000
13,1.0000000000,0.4364341497,-0.1013435572,-2.1102495193,-0.3225824311,0.0959446467,0.2398351300,-0.0601872839,-0.0093594087,-2.1704368033,0.1084528081,-1.4964177977,1.0000000000
13,1.4250000000,0.2680815756,-0.0630578399,-1.2560557127,-0.1468093693,0.0638029389,0.0577171700,-0.0430797935,-0.0016595523,-1.2991355062,0.1220173053,-0.9160367662,1.0000000000
13,1.8500000000,0.1664863676,-0.0404605381,-0.7856305242,-0.0632793084,0.0422081037,0.0136371400,-0.0280045420,-0.0002210176,-0.8136350662,0.1049546248,-0.5692384882,1.0000000000
13,2.4875000000,0.0808076635,-0.0218430348,-0.4182522893,-0.0061718971,0.0232432089,0.0015366200,-0.0157255605,0.0000197530,-0.4339778498,0.0760359406,-0.2974209196,1.0000000000
13,3.1250000000,0.0366544537,-0.0124031138,-0.2387478501,0.0167293847,0.0133035869,0.0001671300,-0.0098784920,0.0000034169,-0.2486263420,0.0542843115,-0.1699201283,1.0000000000
13,3.7625000000,0.0132476315,-0.0073531005,-0.1440082788,0.0251614563,0.0079082111,0.0000157800,-0.0066856239,-0.0000028605,-0.1506939027,0.0389641985,-0.1058222740,1.0000000000
14,-1.7000000000,-18.5625133514,-17.5592060089,-205.4962158203,-96.4480609894,21.8244037628,341.9304638100,130.2611083984,-32.9862781140,-75.2351074219,-110.7453765869,86.8419809221,1.0000000000
14,-1.4458330000,-14.6637277603,-9.1751956940,-94.9213485718,-40.7058477402,10.6179276705,166.8817839400,45.5526046753,-15.2778999695,-49.3687438965,-53.9268435240,24.4693770761,1.0000000000
14,-1.1916670000,-11.6596584320,-5.1391496658,-48.9584159851,-14.1131553650,5.4936170280,79.0434180000,16.1315670013,-6.7864278180,-32.8268489838,-25.4183464348,-2.7870092603,1.0000000000
14,-0.9375000000,-9.3396129608,-3.0269231796,-27.6893901825,-2.3775558472,2.9911477864,36.6412722100,5.5913801193,-2.9318295824,-22.0980100632,-11.7529442012,-12.5080476691,1.0000000000
14,-0.6833330000,-7.5366592407,-1.8533868790,-16.8454265594,2.3023614883,1.7159558535,16.7272183200,1.7800862789,-1.2474357253,-15.0653402805,-5.3717287779,-14.3473337125,1.0000000000
14,-0.1750000000,-5.0151019096,-0.7601740360,-7.2917032242,4.0072994232,0.6532075331,3.4020315000,-0.0073018800,-0.2274221490,-7.2990051042,-1.1147689894,-11.0144404429,1.0000000000
14,0.3333330000,-3.4318516254,-0.3427226543,-3.6263813972,3.2375041693,0.2888296992,0.6892497200,-0.1304679215,-0.0453821351,-3.7568493187,-0.2482404113,-7.1357962242,1.0000000000
14,0.8416670000,-2.4108102322,-0.1668040603,-1.9733183384,2.3613711968,0.1410285272,0.1411846400,-0.0819100887,-0.0106111945,-2.0552284271,-0.0752145685,-4.5774840032,1.0000000000
14,1.3500000000,-1.7340404987,-0.0865693837,-1.1450260878,1.7052777056,0.0735418014,0.0292236700,-0.0440733768,-0.0030561345,-1.1890994646,-0.0417903755,-3.0253322490,1.0000000000
14,2.1125000000,-1.0990858078,-0.0357656926,-0.5536690950,1.0705849510,0.0303111803,0.0027315800,-0.0183190461,-0.0006990656,-0.5719881412,-0.0339553691,-1.7387625273,1.0000000000
14,2.8750000000,-0.7242705822,-0.0162965320,-0.2908586264,0.6965667140,0.0136401248,0.0002441200,-0.0088931425,-0.0002235649,-0.2997517688,-0.0303602754,-1.0706586311,1.0000000000
14,3.6375000000,-0.4931979477,-0.0080375690,-0.1630356014,0.4681792371,0.0066095584,0.0000192000,-0.0049908669,-0.0000951102,-0.1680264683,-0.0264467213,-0.6957846214,1.0000000000
15,-5.3000000000,-8.6607313156,-5.9986300468,-120.1793899536,-66.2072420120,6.6788837910,220.0391589600,73.7659683228,-18.3921798527,-46.4134216309,-74.1877195835,66.3864788792,1.0000000000
15,-5.0791670000,-6.7790851593,-3.1250321865,-58.5211448669,-30.7167911530,3.2113610357,112.5268612800,27.1964759827,-9.1269822242,-31.3246688843,-37.4095474631,24.7615505139,1.0000000000
15,-4.8583330000,-5.2935519218,-1.7515327930,-31.7204246521,-13.1857399940,1.6357984245,56.4673528900,10.2055406570,-4.3580830717,-21.5148839951,-18.5950262845,4.9542742866,1.0000000000
15,-4.6375000000,-4.1556043625,-1.0438528061,-18.7639732361,-4.8873939514,0.8900007159,27.9073686500,3.7715196609,-2.0244793879,-14.9924535751,-9.1968504041,-3.5058716592,1.0000000000
15,-4.4166670000,-3.2920079231,-0.6543840170,-11.8827075958,-1.1446261406,0.5238242745,13.6104331700,1.2997566462,-0.9234298854,-10.5829509497,-4.5671938062,-6.4095322783,1.0000000000
15,-3.9750000000,-2.1333978176,-0.2886625230,-5.5122494698,0.9962524176,0.2260981724,3.1304469700,0.0370765105,-0.1875822344,-5.4751729593,-1.1997097507,-6.1540779283,1.0000000000
15,-3.5333330000,-1.4420341253,-0.1421658695,-2.9133954048,1.0735485852,0.1163646728,0.6962499400,-0.0724103078,-0.0390111493,-2.9858057126,-0.3942867368,-4.3070536437,1.0000000000
15,-3.0916670000,-1.0113778114,-0.0756012872,-1.6778073311,0.8387246281,0.0649061007,0.1510638200,-0.0423462167,-0.0088257233,-1.7201535478,-0.1833483698,-2.8482429829,1.0000000000
15,-2.6500000000,-0.7316843271,-0.0425809100,-1.0271070004,0.6238444224,0.0379333599,0.0320842600,-0.0176309999,-0.0023374301,-1.0447380003,-0.1124874549,-1.9017439055,1.0000000000
15,-1.9875000000,-0.4720795155,-0.0195665918,-0.5348895788,0.4047367498,0.0180861541,0.0030436800,-0.0032904772,-0.0004813854,-0.5381800560,-0.0688232033,-1.0960870712,1.0000000000
15,-1.3250000000,-0.3188844323,-0.0097419992,-0.3002882004,0.2732844166,0.0092428086,0.0002761700,-0.0000603483,-0.0001510511,-0.3003485487,-0.0460992063,-0.6749490735,1.0000000000
15,-0.6625000000,-0.2235630304,-0.0051790061,-0.1785334051,0.1917521656,0.0050207624,0.0000229600,0.0003623477,-0.0000576450,-0.1781710574,-0.0319691085,-0.4389168860,1.0000000000
16,-0.9000000000,-18.8024864197,-11.3070926666,-110.0180664062,-33.5217971802,11.5199632198,153.3425685100,63.3187751770,-19.7164366315,-46.6992912292,-52.1114130467,4.7058403661,1.0000000000
16,-0.6750000000,-14.2975034714,-6.0924673080,-55.5183944702,-13.0794420242,5.4974729419,80.0011753500,22.8807601929,-9.4850859315,-32.6376342773,-27.9719398618,-10.4834608719,1.0000000000
16,-0.4500000000,-10.9589204788,-3.5271830559,-31.4322490692,-3.1535320282,2.8668904901,41.1186083800,8.3805227280,-4.4757518381,-23.0517263412,-14.7727450728,-15.6677205044,1.0000000000
16,-0.2250000000,-8.4793281555,-2.1517455578,-19.3742103577,1.2463231087,1.6083230376,20.8988862500,2.9412229061,-2.0848893862,-16.4329874516,-7.7764275670,-16.0264915875,1.0000000000
16,0.0000000000,-6.6268315315,-1.3671606779,-12.7008676529,2.9154760838,0.9658113718,10.5269110200,0.8789346814,-0.9622984438,-11.8219329715,-4.1127047539,-14.3640173998,1.0000000000
16,0.4500000000,-4.1729946136,-0.6063383222,-6.1826825142,3.1591271162,0.4144506454,2.6174665200,-0.1191621944,-0.2019561643,-6.3018447086,-1.2057551742,-9.8714219815,1.0000000000
16,0.9000000000,-2.7335770130,-0.2962065339,-3.3570394516,2.4215818942,0.2090691030,0.6373040700,-0.1525979936,-0.0422521978,-3.5096374452,-0.3991325498,-6.3435013996,1.0000000000
16,1.3500000000,-1.8573706150,-0.1558910608,-1.9604458809,1.7391795367,0.1157239377,0.1524989200,-0.0877656713,-0.0088462284,-2.0482115522,-0.1583582014,-4.0761788047,1.0000000000
16,1.8000000000,-1.3043320179,-0.0870832503,-1.2077530622,1.2466668040,0.0676823687,0.0359499500,-0.0431922488,-0.0018596154,-1.2509453110,-0.0770660955,-2.6853363265,1.0000000000
16,2.4750000000,-0.8099347353,-0.0397458524,-0.6300466657,0.7814630307,0.0324452668,0.0039958700,-0.0138848983,-0.0001764739,-0.6439315639,-0.0357722901,-1.5255650485,1.0000000000
16,3.1500000000,-0.5310029387,-0.0197504330,-0.3526341915,0.5128775146,0.0166123773,0.0004261100,-0.0044331881,-0.0000136682,-0.3570673796,-0.0212634800,-0.9286717487,1.0000000000
16,3.8250000000,-0.3640204370,-0.0105011947,-0.2085525990,0.3510341924,0.0089769687,0.0000434800,-0.0013988609,-0.0000014082,-0.2099514599,-0.0145104707,-0.5989415049,1.0000000000
17,-1.4000000000,-13.4253482819,-5.5489959717,-141.5528411865,-77.6941738129,5.9632357061,278.3715836000,80.7461090088,-18.0462704902,-60.8067321777,-90.7052823603,89.8389542267,1.0000000000
17,-1.1833330000,-9.8965854645,-2.9861774445,-76.5368041992,-39.3992786407,3.1730623990,154.6783990400,33.7233200073,-9.8243728377,-42.8134841919,-49.1089791507,40.0488035120,1.0000000000
17,-0.9666670000,-7.3332242966,-1.6952295303,-44.4060058594,-18.3842554092,1.7371564433,83.6556440200,14.0376281738,-5.0880164164,-30.3683776855,-25.6755527928,13.4952411563,1.0000000000
17,-0.7500000000,-5.4803490639,-1.0136603117,-27.4331359863,-7.4712700844,0.9830000084,44.2234088200,5.7383136749,-2.5286346192,-21.6948223114,-12.9822794516,0.5236630901,1.0000000000
17,-0.5333330000,-4.1386113167,-0.6353104115,-17.8508434296,-2.1378316879,0.5848230496,22.9354775300,2.2403514385,-1.2168551353,-15.6104919910,-6.3269303665,-4.9927228437,1.0000000000
17,-0.1000000000,-2.4429543018,-0.2801569998,-8.4955415726,1.2280731201,0.2501292173,5.8777170300,0.2245265990,-0.2644505732,-8.2710149735,-1.2449089643,-6.6257689571,1.0000000000
17,0.3333330000,-1.5099999905,-0.1386440843,-4.5128521919,1.4501009323,0.1296076151,1.4312628200,-0.0328171477,-0.0559345447,-4.5456693396,-0.0689355275,-4.8879209440,1.0000000000
17,0.7666670000,-0.9738937616,-0.0744187236,-2.5858645439,1.1160646677,0.0735536952,0.3355155300,-0.0228426047,-0.0122680426,-2.6087071486,0.1413058777,-3.1924664330,1.0000000000
17,1.2000000000,-0.6520394087,-0.0424139164,-1.5670776367,0.7928358465,0.0436391425,0.0762911000,-0.0000641670,-0.0029725911,-1.5671418037,0.1420216640,-2.0462549436,1.0000000000
17,1.8500000000,-0.3786904216,-0.0198726896,-0.8005627394,0.4708161056,0.0211315196,0.0078978200,0.0103607159,-0.0004959570,-0.7902020235,0.0933845140,-1.0879787396,1.0000000000
17,2.5000000000,-0.2326169908,-0.0100869425,-0.4403694272,0.2891069092,0.0108910556,0.0007742200,0.0088178553,-0.0001272580,-0.4315515719,0.0572940315,-0.6163145171,1.0000000000
17,3.1500000000,-0.1492450535,-0.0054591135,-0.2567276061,0.1841776408,0.0059335470,0.0000692900,0.0057531027,-0.0000450244,-0.2509745033,0.0354070208,-0.3702474061,1.0000000000
18,-2.1000000000,-11.5505151749,-10.5678787231,-379.3793029785,-268.5450658798,6.0065503120,780.7898977500,256.8593444824,-48.1352149938,-122.5199584961,-284.6569094658,303.3594851899,1.0000000000
18,-1.8750000000,-8.6161489487,-5.5091953278,-179.9076232910,-133.7981271744,4.2776290178,401.7396155900,99.8810806274,-25.6477411999,-80.0265426636,-143.6458424330,138.2941347834,1.0000000000
18,-1.6500000000,-6.7427077293,-3.1830458641,-94.2193527222,-64.5178360939,2.8250417709,202.4685094800,40.5008773804,-13.0625421369,-53.7184753418,-71.6185479164,54.1431890194,1.0000000000
18,-1.4250000000,-5.4476499557,-1.9679743052,-53.3392562866,-30.0094728470,1.7650492638,100.4422515700,16.6382522583,-6.3722874866,-36.7010040283,-35.6600478441,14.2932862985,1.0000000000
18,-1.2000000000,-4.4842033386,-1.2731753588,-32.1143379211,-13.2170085907,1.0945625007,49.1887441900,6.7381644249,-3.0064345564,-25.3761734962,-17.8798247874,-2.8310666731,1.0000000000
18,-0.7500000000,-3.1147098541,-0.5824746490,-13.3750247955,-1.5533113480,0.4650319964,11.4344243500,0.9100767374,-0.6382235532,-12.4649480581,-4.7854638547,-10.1513947733,1.0000000000
18,-0.3000000000,-2.1881945133,-0.2897119224,-6.3726596832,0.7075191736,0.2312577292,2.5740457800,0.0054059490,-0.1374647213,-6.3672537343,-1.5391295329,-7.9477087585,1.0000000000
18,0.1500000000,-1.5440853834,-0.1538016647,-3.3423085213,0.9117610455,0.1282851081,0.5641775500,-0.0711576119,-0.0317987695,-3.4134661332,-0.6578408945,-5.2368156050,1.0000000000
18,0.6000000000,-1.0941345692,-0.0862780139,-1.8840547800,0.7366647720,0.0761183966,0.1211631800,-0.0455264896,-0.0083593820,-1.9295812696,-0.3676294144,-3.3648194809,1.0000000000
18,1.2750000000,-0.6586484909,-0.0395350680,-0.8833212852,0.4565120488,0.0376437975,0.0116139100,-0.0189026427,-0.0015564227,-0.9022239279,-0.2040277126,-1.7943777587,1.0000000000
18,1.9500000000,-0.4009254575,-0.0197292920,-0.4549262226,0.2697272897,0.0199488853,0.0010522900,-0.0100923572,-0.0003957679,-0.4650185797,-0.1309785745,-1.0159953798,1.0000000000
18,2.6250000000,-0.2462057918,-0.0105432123,-0.2519176006,0.1560065076,0.0111762040,0.0000901100,-0.0068198126,-0.0001217759,-0.2587374132,-0.0895662925,-0.6050844135,1.0000000000
19,-2.5000000000,-6.0446324348,-5.8053555489,-170.0415039062,-121.1771082878,9.5037329197,373.3610190100,102.0924072266,-27.7110795107,-67.9490966797,-123.5233633518,142.3274852244,1.0000000000
19,-2.2916670000,-6.5188512802,-3.7043149471,-86.3404693604,-58.4292993546,5.8393218517,196.0291943500,40.4763526917,-14.6649879691,-45.8641166687,-62.8131437302,62.4637802146,1.0000000000
19,-2.0833330000,-6.2400827408,-2.4768533707,-47.5216712952,-26.5570936203,3.5458669662,101.9149485700,15.9412002563,-7.5215639585,-31.5804710388,-31.7281627655,22.3678151611,1.0000000000
19,-1.8750000000,-5.6573185921,-1.6970628500,-27.9831523895,-10.7277274132,2.1613615155,52.5292671800,5.9310731888,-3.7623147462,-22.0520792007,-15.9207473397,3.4397464200,1.0000000000
19,-1.6666670000,-4.9914641380,-1.1819148064,-17.4319190979,-3.0934567451,1.3468831778,26.8668129500,1.8606052399,-1.8509968499,-15.5713138580,-7.9199525118,-4.6488317819,1.0000000000
19,-1.2500000000,-3.7563986778,-0.5964850783,-7.7255754471,1.9036287069,0.5794734731,6.8776879100,-0.2783176005,-0.4406422071,-8.0038930476,-1.8697815761,-7.7895124591,1.0000000000
19,-0.8333330000,-2.7965464592,-0.3159092665,-3.9078936577,2.4557471573,0.2854362763,1.7186341200,-0.3932128549,-0.1073435675,-4.3011065125,-0.3712722920,-6.1735438579,1.0000000000
19,-0.4166670000,-2.0935845375,-0.1749107391,-2.1728878021,2.0946580097,0.1556533147,0.4208441500,-0.2553439438,-0.0282589391,-2.4282317460,-0.0181839522,-4.3223256783,1.0000000000
19,0.0000000000,-1.5845106840,-0.1008199826,-1.2956352234,1.6479065344,0.0908058602,0.1015583800,-0.1461599320,-0.0086081218,-1.4417951554,0.0533817280,-2.9807937659,1.0000000000
19,0.6250000000,-1.0673699379,-0.0471431203,-0.6569780111,1.1245389655,0.0439634421,0.0117967400,-0.0632705614,-0.0020298003,-0.7202485725,0.0539893494,-1.7710053476,1.0000000000
19,1.2500000000,-0.7380384207,-0.0236019287,-0.3629514575,0.7774799690,0.0228409172,0.0013185200,-0.0301635042,-0.0006670870,-0.3931149617,0.0386805367,-1.1154233536,1.0000000000
19,1.8750000000,-0.5223446488,-0.0125189694,-0.2137977481,0.5488825645,0.0125286686,0.0001442500,-0.0160934795,-0.0002618934,-0.2298912276,0.0265476150,-0.7383249153,1.0000000000
20,-2.5000000000,-3.6144995689,-12.2036266327,-246.4720153809,-129.3660302162,8.2494122982,401.6443067600,151.3171539307,-27.7765726869,-95.1548614502,-136.9347441196,125.9599984228,1.0000000000
20,-2.2625000000,-3.0152378082,-6.0692934990,-118.4638748169,-62.0971813202,3.4777765274,198.3452552100,55.0553588867,-13.2639136023,-63.4085159302,-67.7039361000,44.8843594361,1.0000000000
20,-2.0250000000,-2.7334539890,-3.3686728477,-63.8847503662,-28.3832623959,1.8118362427,95.6990580300,21.0465106964,-6.0789706437,-42.8382396698,-32.6735529900,8.0061672488,1.0000000000
20,-1.7875000000,-2.5438871384,-2.0240268707,-37.5171318054,-12.0663299561,1.1059284806,45.3298073100,8.2543706894,-2.6997405546,-29.2627611160,-15.5283154845,-6.7289211502,1.0000000000
20,-1.5500000000,-2.3687143326,-1.2875431776,-23.4691791534,-4.3928260803,0.7465553880,21.1581561100,3.2747013569,-1.1747773495,-20.1944777966,-7.3025282025,-11.1698834592,1.0000000000
20,-1.0750000000,-2.0039191246,-0.5832017660,-10.4860858917,0.6246900558,0.3859494478,4.4659763400,0.5392451286,-0.2188724446,-9.9468407631,-1.5764813870,-9.8633399049,1.0000000000
20,-0.6000000000,-1.6435073614,-0.2906472087,-5.2865824699,1.4057993591,0.2086849809,0.9194844700,0.1226379350,-0.0427698938,-5.1639445350,-0.3196702302,-6.5410552830,1.0000000000
20,-0.1250000000,-1.3227864504,-0.1543011069,-2.8954336643,1.3176434073,0.1149324328,0.1872420300,0.0577526838,-0.0094623808,-2.8376809806,-0.0445117173,-4.1815006321,1.0000000000
20,0.3500000000,-1.0550357103,-0.0859705061,-1.6865981817,1.0899709575,0.0648324545,0.0379565200,0.0397729874,-0.0025757205,-1.6468251944,0.0137971956,-2.7386534314,1.0000000000
20,1.0625000000,-0.7484898567,-0.0384826250,-0.8187485337,0.7810843922,0.0290475404,0.0034334000,0.0235083438,-0.0005795791,-0.7952401899,0.0231594509,-1.5561993562,1.0000000000
20,1.7750000000,-0.5336936116,-0.0185447223,-0.4313007891,0.5564865693,0.0139181246,0.0003035600,0.0128730629,-0.0001949437,-0.4184277263,0.0181663600,-0.9523911458,1.0000000000
20,2.4875000000,-0.3846164346,-0.0095099034,-0.2422353178,0.3997780513,0.0070879974,0.0000221500,0.0068112235,-0.0000772673,-0.2354240944,0.0127397107,-0.6168658721,1.0000000000
21,-4.6000000000,-3.9713897705,-3.1843140125,-99.2430267334,-56.1164321899,1.8443409204,178.5371059300,57.6978111267,-14.5613939306,-41.5452156067,-61.4277950525,53.8469941033,1.0000000000
21,-4.3916670000,-3.4848842621,-1.7710062265,-50.7646522522,-27.6173934937,1.0804135799,94.1261328700,21.9387931824,-7.3601270570,-28.8258590698,-31.7928704023,20.8913899683,1.0000000000
21,-4.1833330000,-2.9883327484,-1.0756126642,-28.5718517303,-12.7340297699,0.7195193470,48.8425812900,8.3198986053,-3.6083096637,-20.2519531250,-16.0784558356,4.8399162232,1.0000000000
21,-3.9750000000,-2.5421111584,-0.6985501647,-17.3511142731,-5.2250139713,0.5201797783,25.0125186300,2.9733214378,-1.7302855754,-14.3777928352,-7.9454955161,-2.2817164524,1.0000000000
21,-3.7666670000,-2.1585607529,-0.4766403139,-11.1789340973,-1.5698294640,0.3970168903,12.6613776700,0.8752044439,-0.8174972879,-10.3037296534,-3.8080136403,-4.9030642241,1.0000000000
21,-3.3500000000,-1.5620857477,-0.2450948507,-5.2756533623,0.8417513371,0.2475793820,3.1545330300,-0.1731822640,-0.1791628860,-5.4488356262,-0.7178498793,-4.9984963445,1.0000000000
21,-2.9333330000,-1.1419150829,-0.1371925622,-2.8031275272,1.1208706740,0.1566665638,0.7627548500,-0.2088107169,-0.0399315183,-3.0119382441,-0.0015704073,-3.5697929748,1.0000000000
21,-2.5166670000,-0.8447717428,-0.0811533555,-1.6152795553,0.9610438198,0.0994674489,0.1803777500,-0.1336608231,-0.0094165133,-1.7489403784,0.1345861703,-2.3693179927,1.0000000000
21,-2.1000000000,-0.6325879693,-0.0500044264,-0.9880421758,0.7576721460,0.0639219740,0.0418074500,-0.0779547244,-0.0024991084,-1.0659969002,0.1390017243,-1.5702792038,1.0000000000
21,-1.4750000000,-0.4190141261,-0.0256824978,-0.5140844584,0.5183262825,0.0341174770,0.0045325500,-0.0363211930,-0.0004922550,-0.5504056513,0.1077471357,-0.8833147921,1.0000000000
21,-0.8500000000,-0.2844159007,-0.0139872208,-0.2888362408,0.3589278236,0.0190612008,0.0004787900,-0.0191250201,-0.0001437874,-0.3079612609,0.0795859029,-0.5264434683,1.0000000000
21,-0.2250000000,-0.1973552704,-0.0079965312,-0.1721852720,0.2533938773,0.0111174325,0.0000472200,-0.0112408306,-0.0001277647,-0.1834261026,0.0591595082,-0.3296989478,1.0000000000
22,-1.3000000000,-17.7686920166,-20.2073192596,-218.7803649902,-132.0866241455,29.0338039398,441.9675135800,134.4394683838,-31.2014593283,-84.3408966064,-141.0288314819,147.4203228464,1.0000000000
22,-1.0500000000,-14.5592422485,-10.6280307770,-108.8327102661,-54.0769882202,14.5645515919,211.6537284300,54.3287925720,-15.0132138102,-54.5039176941,-64.6997096539,52.2496226012,1.0000000000
22,-0.8000000000,-11.7805662155,-5.9447336197,-59.6688957214,-20.0559473038,7.4784728289,102.3441853100,23.3475990295,-7.1910623691,-36.3212966919,-30.3027743101,10.8037490826,1.0000000000
22,-0.5500000000,-9.5124492645,-3.4647598267,-34.8136520386,-5.4619216919,3.9656209350,49.8508591600,10.1980609894,-3.4160199078,-24.6155910492,-14.4735098481,-5.6314671386,1.0000000000
